,speaker,content,block,session,labels_h,labels
1207,Katya," Well, okay.",1,12103,statement,0
1208,Vika, Just you and us are left.,1,12103,backchannel,2
1209,Ashley," How is it, like…ugh…",1,12103,question,4
1210,Katya, I think they’re taking [UI],1,12103,statement,0
1211,Will, Can you see that it’s minus one minus one?,1,12103,statement,0
1212,Vika," Yes, minus one minus one.",1,12103,statement,0
1213,Oleg, Yes.,1,12103,question,4
1214,Ashley," Yeah, I see it too. And why can’t I give my…ugh…decision for human factors?",1,12103,backchannel,2
1215,Oleg," Vika, have you done it there?",1,12103,floor-grabber,3
1216,Vika, No.,1,12103,statement,0
1217,Oleg, Is anything being filled out for you?,1,12103,question,4
1218,Vika, No.,1,12103,statement,0
1219,Oleg," I can’t do anything. Has anyone completed, at least, signoff? …Will, are you filling out signoff?",1,12103,statement,0
1220,Vika, Signoff.,1,12103,question,4
1221,Katya, Where is that?,1,12103,question,4
1222,Will, No.,1,12103,statement,0
1223,Vika, This thing here.,1,12103,statement,0
1224,Oleg, In the center.,1,12103,statement,0
1225,Saleh, Why?,1,12103,floor-grabber,3
1226,Katya, //What’s happened? What’s happened?,1,12103,statement,0
1227,Ashley, //I didn’t input my stuff yet!,1,12103,statement,0
1228,Saleh," Martian meteorology specialist. You, huh?",1,12103,statement,0
1229,Ashley, Give me a second! I need to input my decisions here!,1,12103,floor-grabber,3
1230,Katya, //[SL] Three hundred and twenty-four hours ago.,1,12103,statement,0
1231,Ashley," //Oh, mother…my thing is, like, freezing!",1,12103,floor-grabber,3
1232,Saleh, You signed off already.,1,12103,statement,0
1233,Ashley," I’m about to, if I can put my numbers in here.",1,12103,statement,0
1234,Oleg, [UI],1,12103,disruption,1
1235,Vika, Oh. Oh.,1,12103,statement,0
1236,Ashley," Oh, come on! It’s so slow! Ugh…",1,12103,disruption,1
1237,Vika, Is it working?,1,12103,disruption,1
1238,Oleg, What point did we decide on in the end?,1,12103,floor-grabber,3
1239,Katya, What can be done here?!,1,12103,statement,0
1240,Ashley, [SL] Attempt to modify…what?,1,12103,floor-grabber,3
1241,Katya," Where can I learn what point it is, in general?",1,12103,statement,0
1242,Ashley," Oh, my god!",1,12103,question,4
1243,Katya, What?,1,12103,statement,0
1244,Saleh, [UI],1,12103,disruption,1
1245,Ashley," It’s just not…okay, that’s fine.",1,12103,statement,0
1246,Vika, Why? What? What?,1,12103,statement,0
1247,Katya, What?,1,12103,statement,0
1248,Ashley," Okay. Sedimentologist. Okay, so, that’s you.",1,12103,statement,0
1249,Will," That’s me. I did it, so that I could see if I could…",1,12103,question,4
1250,Katya, What are they doing? Explain.,1,12103,question,4
1251,Oleg," Well, right now, they are retrieving the message about [UI]…process reset.",1,12103,question,4
1252,Ashley," Yeah, I was gonna say, like, I really didn’t get any chance to input my…//But I haven’t yet given the decisions here.",1,12103,statement,0
1253,Will," //Alright, fine. I’m not gonna…I’m not gonna try anymore. I’m just gonna stay.",1,12103,question,4
1254,Oleg," How did you open this? Oh, this thing…",1,12103,question,4
1255,Katya, What are you doing?,1,12103,question,4
1256,Vika, It was just my turn. And I have nothing here [UI],1,12103,floor-grabber,3
1257,Ashley," Oh, thank you!",1,12103,question,4
1258,Vika, Sorry.,1,12103,disruption,1
1259,Ashley," No, that’s fine for me.",1,12103,statement,0
1260,Katya, What point is it?,1,12103,question,4
1261,Vika," Oh, really?",1,12103,statement,0
1262,Ashley," I just wanted to add in my decision here. Oh, fuck!",1,12103,question,4
1263,Katya, What point is it?,1,12103,floor-grabber,3
1264,Vika," What point? Yes, I don’t understand.",1,12103,question,4
1265,Katya," Yes. What are we talking about... everyone is turning it off, but what are we talking about? What point did we choose?",1,12103,statement,0
1266,Vika," It’s, in short, my… well, it’s not my turn anymore.",1,12103,statement,0
1267,Katya," I can’t even specify the drilling method because... Oh, that’s it. I’ll stay silent.",1,12103,question,4
1268,Vika, Can you?,1,12103,statement,0
1269,Katya, Everything is frozen for me here.,1,12103,floor-grabber,3
1270,Will, You can do it.,1,12103,backchannel,2
1271,Oleg," Oh, done. Pum-pum. Pum-pum. Plastic…plastic.",1,12103,floor-grabber,3
1272,Vika, [UI],1,12103,disruption,1
1273,Will, When can we put our things?,1,12103,backchannel,2
1274,Katya," So, material specialist. Saleh…",1,12103,statement,0
1275,Saleh, Hm?,1,12103,backchannel,2
1276,Katya," Um…Can you put, please, a drill brand and drill head?",1,12103,question,4
1277,Saleh, I put it already.,1,12103,statement,0
1278,Will, //Can you write?,1,12103,question,4
1279,Katya," Can you put it, because I don’t have. I wrote the drilling method.",1,12103,disruption,1
1280,Will, Can you write or not?,1,12103,question,4
1281,Saleh, Point…,1,12103,statement,0
1282,Vika, What? What? What? What?,1,12103,question,4
1283,Will, Things.,1,12103,statement,0
1284,Vika, Huh?,1,12103,question,4
1285,Saleh, Twenty-five forty-one?,1,12103,question,4
1286,Will, You can write things in your…,1,12103,statement,0
1287,Saleh," Kate, which point?",1,12103,question,4
1288,Oleg," So, what point did we have, at least?",1,12103,question,4
1289,Katya, Yes. //Twenty-five fourty-one.,1,12103,floor-grabber,3
1290,Vika, //Say again. What?,1,12103,question,4
1291,Ashley," //We’re still talking about twenty-five forty-one, right?",1,12103,statement,0
1292,Will, I don’t know. Can you write anything there at all or not?,1,12103,statement,0
1293,Vika," No, I can’t write anything.",1,12103,floor-grabber,3
1294,Will, Okay.,1,12103,statement,0
1295,Vika," I even… I tried to write in the lines for the hydrogeologist, but nothing happens. I can only click reject….",1,12103,statement,0
1296,Ashley," We’re definitely talking about “twenty-five forty-one”, right?",1,12103,statement,0
1297,Will, Mhm.,1,12103,question,4
1298,Ashley, Yes? Okay.,1,12103,statement,0
1299,Oleg, Twenty-five forty-one?,1,12103,question,4
1300,Ashley, Yes.,1,12103,question,4
1301,Vika," I can choose the filters, at least.",1,12103,question,4
1302,Ashley, Okay. So…,1,12103,question,4
1303,Oleg," Okay, these are big.",1,12103,statement,0
1304,Ashley," I was able, my things…",1,12103,question,4
1305,Vika," Oh, Lord.",1,12103,statement,0
1306,Ashley, Create.,1,12103,statement,0
1307,Will, How did you change it?,1,12103,statement,0
1308,Ashley, Um…In the Signoff thin my dropdowns are actually working.,1,12103,statement,0
1309,Will, Oh.,1,12103,question,4
1310,Ashley," Um, thank God.",1,12103,statement,0
1311,Katya, Can I sign off on this decision or not?,1,12103,statement,0
1312,Ashley," Just wait a second, because when you do, everything goes away, so…",1,12103,question,4
1313,Katya," Well, okay. I’ll just wait.",1,12103,statement,0
1314,Oleg, Fifty-six.,1,12103,statement,0
1315,Ashley, [UI],1,12103,disruption,1
1316,Katya, Hm…,1,12103,statement,0
1317,Ashley, Five…,1,12103,statement,0
1318,Katya, Who are we waiting for now?,1,12103,question,4
1319,Will, I don’t know what we’re waiting for.,1,12103,statement,0
1320,Katya," Shall we, maybe, approve one after another?",1,12103,statement,0
1321,Ashley," Okay, so…",1,12103,statement,0
1322,Vika, Just approve?,1,12103,floor-grabber,3
1323,Katya, What are we doing now?,1,12103,question,4
1324,Oleg," No, wait. Hold on…",1,12103,statement,0
1325,Ashley, So…,1,12103,statement,0
1326,Vika," Oh, somebody…somebody called the point: “Best is twenty-five forty-one”.",1,12103,statement,0
1327,Katya," Yes. Yes. Yes, yes. They chose it. //If it works for all of us…",1,12103,statement,0
1328,Vika, //[UI],1,12103,disruption,1
1329,Katya," Well, it works for all of us. We’re not going to argue with them now.",1,12103,backchannel,2
1330,Will," Yes, yes, yes.",1,12103,statement,0
1331,Oleg, Yes.,1,12103,statement,0
1332,Katya, It does work for all of us.,1,12103,question,4
1333,Will," Okay, let’s all click Signoff status.",1,12103,statement,0
1334,Katya, Let’s do it.,1,12103,statement,0
1335,Will, Okay?,1,12103,statement,0
1336,Will, Sedimentologist,1,12103,statement,0
1337,Vika, Okay.,1,12103,question,4
1338,Oleg, Okay…[UI],1,12103,statement,0
1339,Ashley," So, you’re signing off?",1,12103,statement,0
1340,Will, I can’t do anything.,1,12103,statement,0
1341,Oleg," And, it’s just, for me…",1,12103,disruption,1
1342,Will," Okay…Martian terrain specialist, structural geologist, sedimentologist…",1,12103,statement,0
1343,Vika, It doesn’t want to do it for me.,1,12103,statement,0
1344,Will, Okay. Why is it showing that they are not…,1,12103,question,4
1345,Saleh, [UI],1,12103,disruption,1
1346,Vika, [UI],1,12103,disruption,1
1347,Ashley, I can’t anymore.,1,12103,statement,0
1348,Oleg," So, what did you click?",1,12103,statement,0
1349,Ashley," Once people start //signing off, you can’t…",1,12103,statement,0
1350,Vika, //You just click on yourself.,1,12103,question,4
1351,Saleh, Hm.,1,12103,statement,0
1352,Vika, You check it.,1,12103,statement,0
1353,Ashley, I know.,1,12103,statement,0
1354,Vika, Yes.,1,12103,question,4
1355,Saleh, [UI],1,12103,disruption,1
1356,Will, What?,1,12103,statement,0
1357,Oleg," Nothing…oh, there.",1,12103,statement,0
1358,Will, Um…you are the material specialist.,1,12103,statement,0
1359,Katya, Mhm.,1,12103,question,4
1360,Will, Just do it again. Tap it. //Here we go. Yes.,1,12103,question,4
1361,Vika, //[UI],1,12103,disruption,1
1362,Saleh," But still, I didn’t complete any.",1,12103,statement,0
1363,Will," Yeah, so…Ash, it’s still waiting on you.",1,12103,backchannel,2
1364,Ashley, I thought I already pressed this. Damn it!,1,12103,statement,0
1365,Will, You probably did.,1,12103,question,4
1366,Will, [SL] Say yes.,1,12103,backchannel,2
1367,Ashley, I just…,1,12103,statement,0
1368,Will, There we go. There we go. There we go.,1,12103,statement,0
1369,Ashley, Yeah?,1,12103,disruption,1
1370,Will, Hold on. Hold on. Hold on.,1,12103,statement,0
1371,Oleg, [UI]…When…when is our next assignment?,1,12103,statement,0
1372,Ashley," Relay. So, we’ll have DeChurch…",1,12103,question,4
1373,Katya," //Oh, just a questionnaire.",1,12103,statement,0
1374,Oleg, //Will there be questionnaires?,1,12103,statement,0
1375,Ashley," Yes, we’ll have those //Relay task too.",1,12103,statement,0
1376,Salah, //DeChurch nine and ten.,1,12103,statement,0
1377,Oleg," There will also be communication, right?",1,12103,backchannel,2
1378,Ashley," Remember, when we //communication…messages",1,12103,question,4
1379,Katya, //Messages.,1,12103,statement,0
1380,Oleg," //Messages, yes.",1,12103,backchannel,2
1381,Ashley," Yes. //So, what’s happening?",1,12103,statement,0
1382,Katya, //What did they say?,1,12103,statement,0
1383,Oleg, Because we still have a whole hour,1,12103,statement,0
1384,Ashley, Yes.,1,12103,question,4
1385,Oleg, before completion…and…,1,12103,question,4
1386,Saleh, DeChurch?,1,12103,floor-grabber,3
1387,Vika, [UI],1,12103,disruption,1
1388,Ashley," Yes, but there is still a relay task we have to do after this.",1,12103,statement,0
1389,Saleh, Hm.,1,12103,statement,0
1390,Ashley," Yeah…But according to the instructions it says that DeChurch nine and ten are kind of done throughout this, so…I think it’s right after this first one.",1,12103,statement,0
1391,Vika, How’s your battery?,1,12103,question,4
1392,Vika, Okay?,1,12103,statement,0
1393,Ashley, I’m hungry. Very hungry.,1,12103,statement,0
1394,Katya, It can feel it…chewing.,1,12103,floor-grabber,3
1395,Oleg," Yes, it is…starting soon.",1,12103,question,4
1396,Katya, Seven hours?,1,12103,statement,0
1397,Oleg, Turning off…the batteries.,1,12103,statement,0
1398,Ashley," So, is yours, like, kind of in freeze mode right now?",1,12103,statement,0
1399,Will," Yeah, //just give it a minute.",1,12103,floor-grabber,3
1400,Oleg, //What are we waiting for now?,1,12103,disruption,1
1401,Will, We are waiting while…,1,12103,statement,0
1402,Oleg, For the guys on the other end to accept everything?,1,12103,question,4
1403,Katya," Damn, why is it taking so long? //They were the ones that chose the point.",1,12103,statement,0
1404,Oleg," //For me, nothing…nothing is moving.",1,12103,statement,0
1405,Oleg, One thing that…do you remember what depth it was?,1,12103,question,4
1406,Katya, One thousand…,1,12103,statement,0
1407,Vika, The depth of what?,1,12103,statement,0
1408,Katya," Four hundred something. One thousand four hundred and eighty-two, to be exact.",1,12103,question,4
1409,Oleg," In terms of energy, it was a match.",1,12103,statement,0
1410,Vika, It is…not limited…,1,12103,floor-grabber,3
1411,Katya, What matched?,1,12103,question,4
1412,Oleg," In terms of energy, it’s very…",1,12103,statement,0
1413,Katya," In terms of money, it’s also a match. We’ll be drilling for a long time.",1,12103,question,4
1414,Ashley," So, it, basically says that once we finish the Design task, complete survey DeChurch nine. Do you think we should just start?",1,12103,statement,0
1415,Vika, So…,1,12103,statement,0
1416,Will," But don’t we gotta…why would we…I mean, do that right now?",1,12103,statement,0
1417,Ashley," It said…I mean, it says that it happens, like, throughout this. So, like, DeChurch ten is after the Relay one.",1,12103,floor-grabber,3
1418,Saleh, Okay. Let’s go.,1,12103,statement,0
1419,Ashley," //So, I don’t know. Should we start it?",1,12103,question,4
1420,Oleg," //Okay, does anyone have anything live at all?",1,12103,statement,0
1421,Will," Yeah. I mean, if it says it…",1,12103,statement,0
1422,Vika, DeChurch now? Nine?,1,12103,statement,0
1423,Ashley, Yeah.,1,12103,statement,0
1424,Vika, Okay.,1,12103,statement,0
1425,Katya, Right now?,1,12103,statement,0
1426,Saleh, Multiteam task battery.,1,12103,statement,0
1427,Will," So, I think this one sucks.",1,12103,statement,0
1428,Ashley, What?,1,12103,statement,0
1429,Will, I think this one sucks.,1,12103,statement,0
1430,Saleh, Yeah.,1,12103,statement,0
1431,Will, But I could be wrong.,1,12103,statement,0
1432,Ashley, So…,1,12103,statement,0
1433,Oleg, Yes.,1,12103,statement,0
1434,Ashley," Yeah, so, DeChurch nine. Ugh…",1,12103,statement,0
1435,Oleg, DeChurch…Okay…,1,12103,floor-grabber,3
1436,Katya, It’s a beautiful color.,1,12103,statement,0
1437,Vika, Mhm.,1,12103,statement,0
1438,Oleg, DeChurch…,1,12103,question,4
1439,Oleg," Post…multiteam? Battery, right?",1,12103,statement,0
1440,Ashley," DeChurch nine. So, yeah post multiteam task battery.",1,12103,statement,0
1441,Oleg," There, DeChurch – good job. They translated everything here.",1,12103,statement,0
1442,Oleg, Very convenient. And that program part – not so much.,1,12103,statement,0
1443,Katya," You’re a mechanical engineer, Oleg, right?",1,12103,statement,0
1444,Oleg," No, I’m the bio.",1,12103,statement,0
1445,Katya, Bio? //Biochemical?,1,12103,statement,0
1446,Oleg, // Biochemical.,1,12103,question,4
1447,Ashley, //Biochemical.,1,12103,statement,0
1448,Katya, Biochemical. Okay.,1,12103,statement,0
1449,Oleg, Biochemical.,1,12103,statement,0
1450,Oleg," For drilling, for [UI]… I wanted to ask a question: What is a [SL] sedimentologist. It’s planetary geology.",1,12103,backchannel,2
1451,Vika, Planetary geology is a group.,1,12103,statement,0
1452,Oleg, And a sedimentologist?,1,12103,statement,0
1453,Vika," Hello, Google. Shoot, we don’t have Google.",1,12103,question,4
1454,Oleg, That means we don’t know.,1,12103,statement,0
1455,Katya," Ashley, you are sedimentologist, right?",1,12103,backchannel,2
1456,Saleh, Who is biochemical?,1,12103,statement,0
1457,Ashley," No, that’s him.",1,12103,statement,0
1458,Vika, Oleg.,1,12103,question,4
1459,Saleh, You?,1,12103,question,4
1460,Ashley, I’m the meteorology.,1,12103,statement,0
1461,Katya," Oh, okay.",1,12103,statement,0
1462,Ashley, Mhm.,1,12103,statement,0
1463,Saleh, Martian?,1,12103,statement,0
1464,Ashley," Martian meteorology, yeah.",1,12103,disruption,1
1465,Oleg, [SL] How much will it be?,1,12103,statement,0
1466,Saleh, Vika?,1,12103,statement,0
1467,Vika, Hydrogeologist.,1,12103,statement,0
1468,Ashley, Hydrogeologist.,1,12103,statement,0
1469,Vika, Hydro…,1,12103,statement,0
1470,Ashley, Sorry.,1,12103,statement,0
1471,Vika, Thank you. Thank you.,1,12103,floor-grabber,3
1472,Saleh, Hydrogeologist.,1,12103,question,4
1473,Vika, Thank you.,1,12103,statement,0
1474,Ashley," No, I was just clarifying, sorry.",1,12103,question,4
1475,Saleh, [SL] It’s written “Sirius”,1,12103,statement,0
1476,Oleg," Okay…Okay…one, two, three…Oh! All five! I forgot myself.",1,12103,statement,0
1477,Vika, Oops.,1,12103,question,4
1478,Oleg," Katya, which one is correct for you: drilling or operation? Drilling, right?",1,12103,statement,0
1479,Katya," Drilling, yes, a drilling specialist.",1,12103,disruption,1
1480,Vika, What?,1,12103,backchannel,2
1481,Katya, This point was moving around here for me.,1,12103,statement,0
1482,Vika, I see. Hallucinations.,1,12103,statement,0
1483,Katya, Look how beautiful it is.,1,12103,question,4
1484,Vika," Oh, why are you doing this?",1,12103,statement,0
1485,Katya, I just accidentally pressed it with my hand.,1,12103,statement,0
1486,Vika, Cool.,1,12103,statement,0
1487,Saleh," Ah, done.",1,12103,statement,0
1488,Katya, Good job.,1,12103,statement,0
1489,Vika, Really?,1,12103,statement,0
1490,Saleh, Yeah.,1,12103,question,4
1491,Katya, //[UI] NASA,1,12103,statement,0
1492,Will, //Lucky man.,1,12103,floor-grabber,3
1493,Saleh, [UI],1,12103,disruption,1
1494,Vika, //We’re NASA.,1,12103,floor-grabber,3
1495,Oleg," Saleh, are you done? How fast you are, right? How did you do it? Without looking? So …//just put everything in the same spot?",1,12103,backchannel,2
1496,Saleh, [UI],1,12103,disruption,1
1497,Katya, What?,1,12103,question,4
1498,Vika, What?,1,12103,statement,0
1499,Oleg," You’re done, too?",1,12103,question,4
1500,Will, Mhm.,1,12103,statement,0
1501,Saleh," You’re done, huh?",1,12103,statement,0
1502,Will, Okay…Do we log out of the Project RED?,1,12103,statement,0
1503,Saleh, Me?,1,12103,floor-grabber,3
1504,Will," I mean, all of us.",1,12103,question,4
1505,Ashley, Yeah.,1,12103,statement,0
1506,Oleg, [UI],1,12103,disruption,1
1507,Will, Relay.,1,12103,question,4
1508,Saleh," So, what do we have now?",1,12103,statement,0
1509,Will, Now we have Project RED Relay which is another type of task. You’ll see. It’s a lot easier and a lot cooler.,1,12103,statement,0
1510,Saleh, Mhm.,1,12103,floor-grabber,3
1511,Will," I thought it said on the thing to do it after, though.",1,12103,statement,0
1512,Saleh, Which one?,1,12103,statement,0
1513,Will," I thought you said, it says that DeChurch nine…",1,12103,question,4
1514,Saleh, There is DeChurch ten also.,1,12103,floor-grabber,3
1515,Will, And ten. But after we do Project RED.,1,12103,statement,0
1516,Saleh, Yeah.,1,12103,statement,0
1517,Will, Whatever. If it says in the directions.,1,12103,question,4
1518,Saleh, It’s mentioned [UI],1,12103,statement,0
1519,Katya," What, did we have it already?",1,12103,statement,0
1520,Vika," Yes, yes.",1,12103,statement,0
1521,Katya, Where are the prompts? I still don’t see the promised prompts.,1,12103,statement,0
1522,Vika, What prompts?,1,12103,question,4
1523,Katya, It says there: “There will be prompts”… “Carefully read the prompt”,1,12103,statement,0
1524,Vika," Maybe, they mean these things.",1,12103,statement,0
1525,Katya, Oh.,1,12103,statement,0
1526,Vika," Can you tell me, on the Signoff page…is something happening for you?",1,12103,statement,0
1527,Will, No.,1,12103,floor-grabber,3
1528,Ashley, Not yet.,1,12103,floor-grabber,3
1529,Saleh, Should we sign off?,1,12103,statement,0
1530,Ashley, [UI],1,12103,disruption,1
1531,Will, You already did.,1,12103,statement,0
1532,Saleh," Log out, I mean.",1,12103,statement,0
1533,Will, I guess so. Log out.,1,12103,question,4
1534,Vika, Log out?,1,12103,statement,0
1535,Saleh, I don’t know.,1,12103,question,4
1536,Will," Unless…//I don’t know. So, what do we have to do to go…",1,12103,backchannel,2
1537,Saleh," //Ashley, we’re waiting for you.",1,12103,question,4
1538,Ashley, I’m not the //only one still taking…I’m still…I’m still…,1,12103,statement,0
1539,Saleh, //Everyone finished.,1,12103,backchannel,2
1540,Vika," Ash, we have to do…",1,12103,statement,0
1541,Ashley, I’m still taking the survey. Give me a second.,1,12103,floor-grabber,3
1542,Will," Now, do we go to…",1,12103,question,4
1543,Ashley, We have some time to review the Relay.,1,12103,statement,0
1544,Katya," Oh, my God. I lost the…",1,12103,statement,0
1545,Saleh, [UI],1,12103,disruption,1
1546,Will, What did you lose?,1,12103,statement,0
1547,Vika, Your questionnaire?,1,12103,statement,0
1548,Katya, I lost Project RED.,1,12103,statement,0
1549,Will," Oh, that’s fine.",1,12103,question,4
1550,Ashley," I think, it’s, probably, okay.",1,12103,question,4
1551,Vika, Yeah.,1,12103,statement,0
1552,Ashley, I think we’re…,1,12103,statement,0
1553,Vika," //Yes, I think so.",1,12103,floor-grabber,3
1554,Katya," //Should I open it again, yes?",1,12103,question,4
1555,Will," Go to Desktop, and then we go to Project RED Relay, but don’t minimize this.",1,12103,disruption,1
1556,Katya," Shoot, how do I do it?",1,12103,statement,0
1557,Will, Don’t minimize. You should open…,1,12103,statement,0
1558,Saleh, Okay.,1,12103,statement,0
1559,Oleg," Hold on, hold on.",1,12103,statement,0
1560,Saleh, Huh?,1,12103,question,4
1561,Will," So, open the…",1,12103,statement,0
1562,Saleh, Where?,1,12103,statement,0
1563,Will, //Open File Explorer.,1,12103,statement,0
1564,Saleh, //[UI],1,12103,disruption,1
1565,Will," So, open File Explorer.",1,12103,question,4
1566,Saleh, Here?,1,12103,statement,0
1567,Will, Mhm.,1,12103,statement,0
1568,Saleh, Go to your Desktop.,1,12103,statement,0
1569,Vika, Sorry.,1,12103,statement,0
1570,Oleg, //Damn!,1,12103,question,4
1571,Katya, //I didn’t minimize.,1,12103,question,4
1572,Will, Mhm.,1,12103,statement,0
1573,Saleh, [UI],1,12103,disruption,1
1574,Will, Go to Project RED Relay.,1,12103,statement,0
1575,Vika, Oops.,1,12103,floor-grabber,3
1576,Katya," Project RED Design, right?",1,12103,disruption,1
1577,Saleh, Design and Relay videos?,1,12103,question,4
1578,Will, Project RED Relay. Not Project RED Design.,1,12103,question,4
1579,Saleh," This is what? Oh, okay.",1,12103,statement,0
1580,Vika, Oh.,1,12103,statement,0
1581,Will, Okay.,1,12103,statement,0
1582,Saleh, [SL] Dragon?,1,12103,statement,0
1583,Vika," [SL] Oh, huge.",1,12103,question,4
1584,Saleh, Then?,1,12103,disruption,1
1585,Katya, I opened it.,1,12103,question,4
1586,Will," So, choose your… who you are.",1,12103,disruption,1
1587,Oleg," So, we’re continuing with these here?",1,12103,question,4
1588,Ashley, Yes.,1,12103,statement,0
1589,Katya," I don’t have the third tab. You neither, right? So, are we starting all over again?",1,12103,statement,0
1590,Vika, Let’s find it. What was it? Twenty…forty…,1,12103,question,4
1591,Will," So, now we choose two. Two people //that you’re gonna wanna send messages to.",1,12103,question,4
1592,Katya, //Twenty-five forty-one. Twenty-five forty-one.,1,12103,statement,0
1593,Vika, [UI],1,12103,disruption,1
1594,Will," So, we’re opening Relay, when are we finishing?",1,12103,statement,0
1595,Vika," Oh, my previous ones…",1,12103,statement,0
1596,Ashley, //I’m still not done here.,1,12103,question,4
1597,Saleh, //Two people for…huh?,1,12103,statement,0
1598,Vika, It opened the previous points for me.,1,12103,statement,0
1599,Saleh," So, I have to select two people //just to send them messages? Like in the previous task?",1,12103,statement,0
1600,Ashley, //Good idea.,1,12103,statement,0
1601,Will," Yeah, so, we’re gonna get…there’s like…there’s like…no, no, no. There is like a fake email thing, and you just have to forward it to people. You don’t have to read it; you don’t have to do anything with it. You just…",1,12103,statement,0
1602,Ashley," But you have to read, like, the topic of it, what it is, so that //you know, like, to who is a better person…",1,12103,floor-grabber,3
1603,Will," //Yeah, yeah. There is a subject line. You read the subject line, and you forward it to one of the people that you choose. You have to choose two people.",1,12103,question,4
1604,Ashley, [UI],1,12103,disruption,1
1605,Saleh," So, anything? Oh.",1,12103,statement,0
1606,Katya, And where is it? Where are we doing it?,1,12103,question,4
1607,Vika," //Wait, is this Project RED again?",1,12103,question,4
1608,Ashley," //Well, no. You pick two people in the beginning who you would like to be on your team, basically.",1,12103,question,4
1609,Katya, //Where?,1,12103,disruption,1
1610,Will, //Project RED relay.,1,12103,question,4
1611,Vika, Oh.,1,12103,floor-grabber,3
1612,Will, Okay. Here’s how we do it.,1,12103,floor-grabber,3
1613,Ashley, And then they will give you something in your…,1,12103,question,4
1614,Vika, Okay.,1,12103,statement,0
1615,Ashley," mailbox, //and, say, like, the topic says “Oh, we need to know about depth of the drill, basically”. And out of the two people that you’ve picked, you pick who you think the best person would be to get that message next.",1,12103,statement,0
1616,Will," //We’ll say, we are doing…Desktop…",1,12103,disruption,1
1617,Vika, //Yeah.,1,12103,floor-grabber,3
1618,Will, //Damn!,1,12103,statement,0
1619,Vika, Individual role. Where? No.,1,12103,statement,0
1620,Will, Mhm…Now...,1,12103,statement,0
1621,Saleh, Who is mechanical engineer here?,1,12103,statement,0
1622,Ashley, [UI],1,12103,disruption,1
1623,Will, It’s showing it.,1,12103,statement,0
1624,Katya, Relay.,1,12103,statement,0
1625,Vika, Relay.,1,12103,statement,0
1626,Katya, Relay. Mhm.,1,12103,question,4
1627,Vika, Okay.,1,12103,floor-grabber,3
1628,Will, What is this?,1,12103,statement,0
1629,Ashley," Oh, my God! How many…",1,12103,statement,0
1630,Saleh, [UI],1,12103,disruption,1
1631,Will," Hold on, hold on, hold on…Yes. Let’s close, let’s close. Okay. Now, choose yourself.",1,12103,question,4
1632,Saleh, Waiting for players to…,1,12103,floor-grabber,3
1633,Katya, Thank you.,1,12103,question,4
1634,Saleh, [UI],1,12103,disruption,1
1635,Oleg, Okay…,1,12103,disruption,1
1636,Will, Hm?,1,12103,statement,0
1637,Saleh, //I put you?,1,12103,statement,0
1638,Oleg," //So, are we going back there?",1,12103,disruption,1
1639,Will," Okay, yeah. Sure.",1,12103,statement,0
1640,Ashley," Alright. //Let’s all…let’s all relax because we’ve gotta start at the same time, so…",1,12103,statement,0
1641,Saleh, //I think I will forward to you.,1,12103,disruption,1
1642,Will," Well, no.// No. There is a lobby, so, it’s fine.",1,12103,question,4
1643,Salah, //We stopped. We’re waiting.,1,12103,statement,0
1644,Ashley, Okay.,1,12103,backchannel,2
1645,Oleg," Okay, guys. Let’s go back to that…",1,12103,question,4
1646,Saleh, Sixty-six.,1,12103,question,4
1647,Ashley, Yes. //I think we can close it.,1,12103,statement,0
1648,Vika, //Project RED Relay.,1,12103,question,4
1649,Ashley, Yes.,1,12103,statement,0
1650,Will, Could you show him?,1,12103,statement,0
1651,Oleg, Shall I close RED?,1,12103,statement,0
1652,Ashley, Yes. And you can open Project Relay or Project RED Relay.,1,12103,floor-grabber,3
1653,Will," Just don’t minimize…//don’t minimize the camera. So, it’s like…",1,12103,statement,0
1654,Katya, //Go to Desktop.,1,12103,statement,0
1655,Oleg," Well, camera, yes, and here, //Project RED should I close it?",1,12103,backchannel,2
1656,Ashley," //Project RED you just close, right?",1,12103,floor-grabber,3
1657,Vika, To Desktop…,1,12103,statement,0
1658,Will, Yes. Close it any way you want.,1,12103,statement,0
1659,Ashley, [UI],1,12103,disruption,1
1660,Oleg, And now – this one.,1,12103,backchannel,2
1661,Vika, The next one.,1,12103,question,4
1662,Ashley," Design. Dude, stop! Like…",1,12103,statement,0
1663,Oleg, Drilling?,1,12103,statement,0
1664,Saleh, Seventy-five.,1,12103,statement,0
1665,Oleg," Okay, we choose. Who do we choose?",1,12103,question,4
1666,Will, Have you chosen already?,1,12103,statement,0
1667,Vika, Yes.,1,12103,question,4
1668,Katya," Yes, we’re waiting for somebody…twenty-five percent…",1,12103,statement,0
1669,Ashley, Jesus! You guys have all done the survey?,1,12103,statement,0
1670,Ashley, //You guys actually think about these?,1,12103,question,4
1671,Vika," //Yes, we are waiting for you, Ash.",1,12103,statement,0
1672,Ashley," Okay, I’m just fucking slow apparently",1,12103,question,4
1673,Katya, //Can I drink some coffee?,1,12103,question,4
1674,Will, //Focus on the survey. Don’t think about other things.,1,12103,disruption,1
1675,Ashley, God! //[UI],1,12103,statement,0
1676,Katya, //Maybe some coffee?,1,12103,statement,0
1677,Vika, Right now? Are you sure? Maybe yes.,1,12103,statement,0
1678,Oleg, Which one?,1,12103,question,4
