,speaker,content,session,BC_Trans_Preds
5001,Vika, There is no water.,12117,statement
5002,Salah, Forty…,12117,floor-grabber
5003,Ashley, Really?,12117,question
5004,Will, Which was the last?,12117,question
5005,Oleg, Twenty-one forty-five.,12117,statement
5006,Will," Wait, let me see. May I? ...Twenty-one forty-five.",12117,question
5007,Oleg, Do you also see the volumes?,12117,question
5008,Will," It's a different volume, but I just want to know whether they match. Okay, yeah. Average water loss…yes, okay… Why don’t you check too? Let’s move to the next.... What else left?",12117,statement
5009,Vika, Nothing left.,12117,statement
5010,Will," [SL] Karina, shut up.",12117,statement
5011,Vika, [SL] People.,12117,statement
5012,Will, You’re an ass.,12117,statement
5013,Salah," Twenty-one zero one…I took all your ideas, okay?",12117,question
5014,Will," Not great, but at least there is water.",12117,statement
5015,Salah, I took your idea.,12117,statement
5016,Ashley, What about two forty-five? Two forty-five.,12117,statement
5017,Will," May I? May I? Wait, wait.",12117,question
5018,Ashley, Yes.,12117,statement
5019,Will, Twenty-one....one.... May I have a look?,12117,question
5020,Vika, What?,12117,question
5021,Salah:,  I took Ash idea.,12117,statement
5022,Will, Yes. It’s the same. //You are looking at the same thing as I do.,12117,statement
5023,Salah, //Twenty-one zero four.,12117,statement
5024,Vika, Yes.,12117,statement
5025,Will, Why didn’t you ever tell me this?,12117,question
5026,Oleg, [UI],12117,disruption
5027,Will, Why do you think that I need to check this every time by myself?,12117,question
5028,Vika, I didn’t think so. It’s you who did.,12117,statement
5029,Will, Did you know?,12117,question
5030,Salah, [SL] Yes.,12117,statement
5031,Will," That’s it. You just //found out, didn't you?",12117,question
5032,Ashley, //It’s not bad.,12117,statement
5033,Vika, I was always checking other metrics.,12117,statement
5034,Will, Sure.,12117,backchannel
5035,Oleg, Nine twenty-eight.,12117,statement
5036,Will," Right…Ash, which one?",12117,question
5037,Ashley," Two forty-six. Oh, no, sorry. //Two forty-five.",12117,statement
5038,Vika, //Two forty-five.,12117,statement
5039,Ashley, Sorry. Sorry. Thank you.,12117,statement
5040,Will, Not enough water.,12117,statement
5041,Oleg, Nine twenty-eight.,12117,statement
5042,Will," Wait, I just need...",12117,statement
5043,Ashley, Nine twenty-eight...,12117,statement
5044,Salah, Which one?,12117,question
5045,Ashley, Nine twenty-eight.,12117,statement
5046,Oleg," Salah, it’s good for you. I know this.",12117,statement
5047,Salah, Nine twenty-eight.,12117,statement
5048,Will, Which one? Which one?,12117,question
5049,Oleg, Nine twenty-eight.,12117,statement
5050,Will, Not bad. Definitely not bad.,12117,statement
5051,Ashley, Yeah.,12117,backchannel
5052,Will, It’s a lot of water.,12117,statement
5053,Ashley, More than the first one?,12117,question
5054,Will," Oh yeah. Oh, yeah. Significantly more. Almost double.",12117,statement
5055,Vika, For me it seems good too.,12117,statement
5056,Oleg," Had they written to anyone, guys?",12117,question
5057,Vika, No.,12117,statement
5058,Oleg, There is another good one — five nineteen.,12117,statement
5059,Will, One moment.,12117,statement
5060,Vika, Once again please.,12117,statement
5061,Oleg, Five nineteen.,12117,statement
5062,Will, There is no water.,12117,statement
5063,Vika, There is no water.,12117,statement
5064,Oleg, What about three twenty-seven?,12117,question
5065,Will,100% water loss.,12117,statement
5066,Ashley," Damn, I wanted to say it's very good. Damn.",12117,statement
5067,Vika, You say it’s a loss and I’d say it’s a waterfall.,12117,statement
5068,Will," There is a loss indeed, but it’s something we both have.",12117,statement
5069,Vika, Yes.,12117,statement
5070,Will, So…,12117,floor-grabber
5071,Oleg," And, here's an interesting one — seven thirty-eight.",12117,statement
5072,Will,93% water loss.,12117,statement
5073,Salah, Which point is the best one for now?,12117,question
5074,Will, Right now?,12117,question
5075,Salah, Yeah.,12117,backchannel
5076,Vika, Good question.,12117,statement
5077,Will, Nine twenty-eight.,12117,statement
5078,Vika, Seven thirty-eight: very dirty water.,12117,statement
5079,Oleg," Right. It is mineralized, but it could be cleared quickly with minimal losses.",12117,statement
5080,Ashley, What about thirteen twenty-five?,12117,question
5081,Will, One second.,12117,statement
5082,Vika, Fifteen twenty-five?,12117,question
5083,Ashley, Thirteen.,12117,statement
5084,Vika, Thirteen.,12117,statement
5085,Vika, Ain’t no water.,12117,statement
5086,Will, That’s it.,12117,statement
5087,Salah, Deep.,12117,statement
5088,Ashley, Okay.,12117,statement
5089,Oleg, Fourteen thirty-five.,12117,statement
5090,Ashley, Fourteen thirty-five. I like it.,12117,statement
5091,Vika, Not bad.,12117,statement
5092,Will, Fourteen thirty-five?,12117,question
5093,Salah, Okay.,12117,statement
5094,Will, Well it’s okay in terms of water but still....,12117,statement
5095,Oleg, I see it almost clear.,12117,statement
5096,Ashley, [UI],12117,disruption
5097,Oleg, Nineteen nineteen.,12117,statement
5098,Vika, One moment.,12117,statement
5099,Oleg:,"  Speaking of water quality, it is basically gorgeous if it does present there.",12117,statement
5100,Will, Which one?,12117,question
5101,Oleg, Nineteen nineteen.,12117,statement
5102,Ashley, Not bad.,12117,statement
5103,Will, There is no water.,12117,statement
5104,Oleg," But tell me, do you rate somewhere that it is sandy or rocky ...",12117,statement
5105,Vika, There isn’t any. There are only different layers.,12117,statement
5106,Oleg," Because I have //parameters, these are the indicators",12117,disruption
5107,Sala,// Did you get a reply?,12117,question
5108,Ashley, Not yet.,12117,statement
5109,Oleg," well, I am actually [UI] don’t rate anything. And ground temperature.",12117,statement
5110,Ashley, It’s cold in here.,12117,statement
5111,Salah, Huh?,12117,question
5112,Ashley, It’s cold in here today.,12117,statement
5113,Will:,"  Uhh, it's five second.",12117,statement
5114,Salah, Cold?,12117,question
5115,Ashley, I feel cold.,12117,statement
5116,Vika, Let’s eat this one.,12117,statement
5117,Will, What?,12117,question
5118,Vika, Pistachio.,12117,statement
5119,Will, We have eaten these.,12117,statement
5120,Vika, Greedy.,12117,statement
5121,Will," Don't we have some more over there, do we?",12117,question
5122,Salah, Check thirty-one thirty-one.,12117,statement
5123,Ashley, Not my favorite.,12117,statement
5124,Vika, Thirty-one thirty-one…Not bad.,12117,statement
5125,Vika, Not bad for me…But I’ll actually clean up.,12117,statement
5126,Ashley," Wow! I got a “Hi, Ashley!”. A specific.",12117,statement
5127,Vika, That’s your day.,12117,statement
5128,Ashley, Yes!,12117,statement
5129,Oleg, What do you mean?,12117,question
5130,Ashley," But…did they get our video, because they already know that meteorologist here it’s me.",12117,statement
5131,Salah," You’re becoming famous, Ash. You see?",12117,question
5132,Ashley, One day I’ll be at your rankings of fame.,12117,statement
5133,Salah," “Good morning! Hello!” when I ask them, see? They are looking at thirty-five forty.",12117,question
5134,Will," They said that their mechanical engineer didn’t like it, but they just said, “fifteen seven”.",12117,statement
5135,Ashley, What were some of the good ones we had?,12117,question
5136,Will, Nine twenty-eight was the best one. Fifteen seventeen.,12117,statement
5137,Vika, Wow!,12117,statement
5138,Ashley, What was the seventeen one? Sorry.,12117,statement
5139,Will, Fifteen seventeen.,12117,statement
5140,Ashley, That’s what they suggested?,12117,question
5141,Will, That one is passable on my end.,12117,statement
5142,Salah, //It’s deep. It’s deep.,12117,statement
5143,Ashley, //So they offered fifteen seventeen. It’s not the best.,12117,statement
5144,Salah, Yeah. It’s deep also. It’s not good for me…Who told you about thirty-five forty?,12117,question
5145,Will, We told them about thirty-five forty. Who said that? We did.,12117,statement
5146,Oleg," Well, in principle, not bad, but it's too deep. Deep…I didn't consider such depths, it seems… Well, then, let’s check twenty-seven eight. Twenty-seven and eight.",12117,statement
5147,Will, It’s they who said twenty-seven-eight?,12117,question
5148,Oleg," No, it was me. The fact is that what they mentioned, in principle, is fine, but too deep, and Salah is pretty sure that...",12117,statement
5149,Oleg, It’s deep.,12117,statement
5150,Will, Twenty-two thirty-seven. That’s from their side...,12117,statement
5151,Ashley, Twenty-two thirty-seven?,12117,question
5152,Will, It’s decent in terms of water.,12117,statement
5153,Vika, Twenty-two //thirty-seven is okay if only Oleg be able to clear it up.,12117,statement
5154,Ashley, //It’s okay.,12117,statement
5155,Salah," //[SL] It’s an important question, yeah?",12117,question
5156,Ashley, Of course. Important.,12117,statement
5157,Salah, Of course.,12117,statement
5158,Vika, It’s so important.,12117,statement
5159,Ashley, Twenty-two thirty-seven could pass. It’s about average for me.,12117,statement
5160,Will, Yeah. Twenty-two thirty-seven is actually very good.,12117,statement
5161,Oleg," Yes, this is the limit. We may try.",12117,statement
5162,Salah, Which one?,12117,question
5163,Vika, Twenty-two thirty-seven.,12117,statement
5164,Ashley," Twenty-two thirty-seven, yeah.",12117,statement
5165,Salah, Is this suggested by us or by them?,12117,question
5166,Ashley, By them.,12117,statement
5167,Vika, Yes.,12117,statement
5168,Oleg," Well, actually, yes.",12117,statement
5169,Salah, Twenty-two?,12117,question
5170,Ashley, Twenty-two thirty-seven.,12117,statement
5171,Oleg,"With a 30% water loss. But there is water, right?",12117,question
5172,Will," Yes, yes. Pretty much.",12117,statement
5173,Vika, This one is for you.,12117,statement
5174,Ashley," So, the only point we suggested to them was nine twenty-eight, right? And thirty-five forty.",12117,question
5175,Will," Nine twenty-eight, thirty-five forty, and they are suggesting twenty-two thirty-seven, which seems to be functional.",12117,statement
5176,Ashley, Okay.,12117,statement
5177,Oleg, And here is another part of the same story — forty-seven thirty-one.,12117,statement
5178,Will, Forty-seven...,12117,statement
5179,Oleg," Yes, I think this one would go. Well exactly....",12117,statement
5180,Ashley, Forty-seven thirty-one?,12117,question
5181,Oleg, Thirty-one.,12117,statement
5182,Ashley, Thirty-one.,12117,statement
5183,Will, There’s nothing.,12117,statement
5184,Oleg:,  What about thirty-nine twenty-four?,12117,question
5185,Will, Which one?,12117,question
5186,Oleg, Thirty-nine twenty-four.,12117,statement
5187,Will," This one will do, but it's no better than others.",12117,statement
5188,Ashley," Oh, there’s no…It's not at all for me.",12117,statement
5189,Oleg, Fine. Then we remove it.,12117,statement
5190,Salah, They are telling me nine twenty-eight.,12117,statement
5191,Ashley, That’s what we suggested to them,12117,floor-grabber
5192,Salah," Yeah, we suggested, but…",12117,floor-grabber
5193,Will," Yeah, well, let them work. You know, remember there’s a big gap here in time, so, they probably discussed that. That means that they sent that four minutes ago, so…",12117,statement
5194,Salah, [SL] Ok so let’s check this one.,12117,statement
5195,Oleg," So from what we have, the best thing was what they offered or what we had?",12117,question
5196,Will, Where there is plenty of water it's ours.,12117,statement
5197,Will, But what is better for everyone — it’s theirs offer.,12117,statement
5198,Oleg, Twenty-two thirty-seven?,12117,question
5199,Will," Yes, I think so.",12117,statement
5200,Oleg," So, okay then… Do you fill out the calculator when you do it?",12117,question
5201,Will, What?,12117,question
5202,Oleg, Are you filling out the calculator?,12117,question
5203,Will, No need. I’ll do it myself.,12117,statement
5204,Ashley, It is automatically filled in [UI].,12117,statement
5205,Oleg, That's why I fill it in. But I'm just looking at others.,12117,statement
5206,Ashley, And tell me if there is water at fourteen thirty-seven.,12117,statement
5207,Vika, No. Fourteen thirty-seven?,12117,question
5208,Ashley, Yes.,12117,statement
5209,Vika, Uno momento por favor.,12117,statement
5210,Ashley, De nada.,12117,statement
5211,Vika, Let’s see. [UI].,12117,statement
5212,Salah," [UI],",12117,statement
5213,Oleg, It’s too dirty.,12117,statement
5214,Vika, And there is not any water.,12117,statement
5215,Ashley, Okay.,12117,statement
5216,Vika, Sorry.,12117,statement
5217,Ashley, Okay.,12117,statement
5218,Vika:,  But we do have an apple.,12117,statement
5219,Vika, Right…,12117,floor-grabber
5220,Salah, What? Huh?,12117,question
5221,Ashley, Nothing.,12117,statement
5222,Salah, What?,12117,question
5223,Ashley, I’ll tell you in a second.,12117,statement
5224,Vika, Interesting.,12117,statement
5225,Salah," [UI],",12117,disruption
5226,Vika, What?,12117,question
5227,Ashley, [UI].,12117,statement
5228,Vika, Damn! Don't be dumb!,12117,statement
5229,Ashley, They said that… my team also said that they are looking at //forty forty-five.,12117,statement
5230,Salah," //[SL] We did, thank you. [UI]",12117,statement
5231,Ashley," What? Oh, about the videos. Because I sent…Oh, you’re not getting mine, are you?",12117,question
5232,Salah, This is robotics.,12117,statement
5233,Ashley," Oh, because I said, like, “I hope that you got our videos.” And they said, “We did.” So, they got our videos. Also, I just realized that that’s you…That’s why I was like, “Oh my God!”. That’s what I’m saying.",12117,statement
5234,Salah, I make you happy.,12117,statement
5235,Ashley, You did! You do! So they said forty forty-five too. That they are looking at it. Have you looked at it?,12117,question
5236,Oleg, Forty-five?,12117,question
5237,Ashley, Forty forty-five.,12117,statement
5238,Vika, Forty forty-five?,12117,question
5239,Ashley, Yes.,12117,statement
5240,Salah, Five?,12117,question
5241,Ashley, I don’t like that one.,12117,statement
5242,Vika, No. Very much [UI],12117,statement
5243,Oleg, Oh no.,12117,statement
5244,Ashley, I think nine twenty-eight is the best.,12117,statement
5245,Vika, Forty forty-five is very dirty. The previous one was better.,12117,statement
5246,Ole,//Well that wouldn’t do definitely.,12117,statement
5247,Ashley, //It is very...definitely no. Too dirty and…,12117,statement
5248,Salah, //Which one are they talking about?,12117,question
5249,Oleg, There will be a very big loss.,12117,statement
5250,Will, I don’t know.,12117,statement
5251,Oleg,"I will clean it up, but the loss will be up to 60%. Only while cleaning. And look how much water is there.",12117,statement
5252,Ashley," But we do like nine twenty-eight, right?",12117,question
5253,Will," Yeah, yeah.",12117,statement
5254,Ashley, They are asking me if I like that.,12117,statement
5255,Will, Yeah.,12117,backchannel
5256,Oleg, What about six twenty-eight?,12117,question
5257,Will, What are you still searching for? Let me see.,12117,statement
5258,Oleg," Until a decision is made here, what else to do?",12117,question
5259,Will, There is no water.,12117,statement
5260,Oleg, Too bad.,12117,statement
5261,Vika, No water! No water!,12117,statement
5262,Oleg, So what was the decision?,12117,question
5263,Will, Still waiting.,12117,statement
5264,Oleg," Thirty-five forty? In your variant, where is more water? Twenty-two thirty-seven?",12117,question
5265,Will," Nine twenty-eight, but we're just waiting for them.",12117,statement
5266,Ashley, Six…,12117,floor-grabber
5267,Maybe Salah," [SL] Twenty-eight. [UI] …Third one: “We need video from you, guys?”",12117,question
5268,Ashley, They already gave us a video.,12117,statement
5269,Salah, When?,12117,question
5270,Ashley, They gave us the group video. That’s why we sent one in response.,12117,statement
5271,Salah, We sent?,12117,question
5272,Ashley, They sent to us before we sent our video.,12117,statement
5273,Will, And then they sent one in response.,12117,statement
5274,Ashley, They sent another one?,12117,question
5275,Will," Oh, no.",12117,statement
5276,Salah," No, I’m asking about the response.",12117,statement
5277,Will, We sent a video; they sent a video. We sent another video. They need to send another one now.,12117,statement
5278,Salah, Yeah.,12117,backchannel
5279,Vika, What?,12117,question
5280,Ashley, I’m over videos. I don’t want to do any more.,12117,statement
5281,Will," Yeah, but I want one from them.",12117,statement
5282,Salah," From them, not from us.",12117,statement
5283,Ashley, But we already got one from them.,12117,statement
5284,Vika, //I didn’t get one from them.,12117,statement
5285,Will, //What about another one?,12117,question
5286,Will," You don’t just write to somebody: “Hello! – Hi, how are you?!” //And then you…you don’t end the conversation at that point.",12117,question
5287,Ashley, //But we didn’t ask them. We didn’t ask them any additional questions.,12117,statement
5288,Salah, We miss them. That’s why we want the video.,12117,statement
5289,Ashley," Alright, alright.",12117,statement
5290,Will, This might be the last time we talk to this group.,12117,statement
5291,Oleg, Have you written to everybody?,12117,question
5292,Ashley," You mean, here? Yes. I think yes, but no one answers me. Almost nobody.",12117,statement
5293,Will," Thank you ... So, nobody answers? I want some juice...can I have juice?",12117,question
5294,Vika, No.,12117,statement
5295,Will, Thank you.,12117,statement
5296,Vika, No.,12117,statement
5297,Will, Well actually no.,12117,statement
5298,Vika, The structural geologist appears to be Armenian.,12117,statement
5299,Will, Really?,12117,question
5300,Oleg, Why?,12117,question
5301,Vika, Because he writes in Russian and is in Armenia.,12117,statement
5302,Will," And he says that he was born in Armenia. And he showed us his Instagram, although we told him that we //can't see it, but...",12117,statement
5303,Vika," //We don't have access, yes.",12117,statement
5304,Ashley, Wait! You guys have Instagram and stuff?,12117,question
5305,Salah, What?,12117,question
5306,Will, What do you mean?,12117,question
5307,Vika, What?! What?! What?!,12117,question
5308,Will, What are you talking about?,12117,question
5309,Ashley, What did you say?,12117,question
5310,Will," He said…he said…he told us his Instagram, but then we said that we don’t have access to Instagram, but…but his name is W. Ogonyan or something like that, so he was like, “Okay, alright.”",12117,statement
5311,Vika," //Yes, right.",12117,statement
5312,Will, He is Armenian like literally.,12117,statement
5313,Ashley," I told them// in my personal video, that we do have to connect with them on social media after the isolation.",12117,statement
5314,Oleg, //But does he live in the USA?,12117,question
5315,Vika, //He is now in Armenia.,12117,statement
5316,Will," I mean, we can’t connect with them.",12117,statement
5317,Ashley, After isolation we can.,12117,statement
5318,Will, We literally are not capable of connecting with them. We can’t do anything on our Instagram. We can’t…,12117,statement
5319,Ashley, What do you mean? After isolation we can.,12117,statement
5320,Will," I know that, but I’m saying that we are in isolation, and we can’t do it because we don’t have social media.",12117,statement
5321,Ashley, He’s probably giving it to you so you can do it later!,12117,statement
5322,Will," Yeah, that’s exactly why, but it doesn’t…",12117,floor-grabber
5323,Ashley, I know that we don’t have access right now…I mean…This is the last time we are with this group. That’s why everybody is giving it to you.,12117,statement
5324,Will, I know. That was the whole point of what I said.,12117,statement
5325,Ashley, Oh.,12117,statement
5326,Vika, Oh damn it! …Okay.,12117,statement
5327,Salah, What did they say?,12117,question
5328,Vika, Hm? Hm?,12117,question
5329,Salah, Which point did they say? For me they are still talking about nine twenty-eight.,12117,statement
5330,Will," Oh, they’ve already uploaded the point. It’s already in the…",12117,question
5331,Salah, Hmm.,12117,backchannel
5332,Oleg," Will, how does your temperature affect your metrics? Or you do not appreciate it at all?",12117,question
5333,Will, You don’t have to do it that’s my job.,12117,statement
5334,Ashley," Wait, what just happened? Why did everything just go blank in the sign-off?",12117,question
5335,Will, Mine isn’t blank.,12117,statement
5336,Ashley," Mine is completely blank now, and it was just filled in. By everyone. Basically.",12117,statement
5337,Oleg," Will, do you work only with two indicators: material of LHSB and [UI]?",12117,question
5338,Will:,"  I even... for the most part, I don't even look at them. It is for the structural geologist.",12117,statement
5339,Oleg, And what is the parameter? What is it called?,12117,question
5340,Will, It is called «average water loss».,12117,statement
5341,Oleg, Yep.,12117,backchannel
5342,Vika, Hello there. Important.,12117,statement
5343,Will," Oh, man!",12117,statement
5344,Will," Oh, man. You took away the little shrugging guy.",12117,statement
5345,Ashley, Who?,12117,question
5346,Salah, Huh?,12117,question
5347,Will," Salah, he deleted the shrug guy. They had a shrug guy.",12117,statement
5348,Vika, Shrug guy? What?,12117,question
5349,Ashley, I don’t think…,12117,disruption
5350,Will, In the name. In the name.,12117,statement
5351,Ashley, Did you delete something in the name?,12117,question
5352,Salah," No, nothing.",12117,statement
5353,Will, You changed the name.,12117,statement
5354,Salah, I put Sirius only. I put…,12117,statement
5355,Will," Yeah, but then you deleted the rest of it. Because there was another part at the end.",12117,statement
5356,Salah," No, see? It’s still Sirius.",12117,statement
5357,Will," Yeah, yeah. I know, but …Sirius. But the other one had…",12117,statement
5358,Ashley," It had, apparently, a little emoji.",12117,statement
5359,Salah, Oh.,12117,statement
5360,Will, Yeah.,12117,backchannel
5361,Ashley, Are you guys seeing my human factors decisions on the bottom? Filled in all the way at the bottom.,12117,statement
5362,Salah," Oh, okay.",12117,statement
5363,Will, Human…,12117,floor-grabber
5364,Ashley, Why is it not showing up?,12117,question
5365,Salah," Me too. Actually, I don’t see for anyone.",12117,statement
5366,Ashley, I don’t understand.,12117,statement
5367,Will, It’s like seven six eight?,12117,question
5368,Ashley, Yeah?,12117,question
5369,Will, Yeah.,12117,statement
5370,Ashley, You see that?,12117,question
5371,Will, Yeah.,12117,backchannel
5372,Ashley, Okay.,12117,statement
5373,Oleg, How’s the things are going on?,12117,question
5374,Will, It’s just taking a lot of time for stuff to process in the system.,12117,statement
5375,Oleg, Did you circle everything [SL] too?,12117,question
5376,Vika, Why is the dot here nine twenty-eight?,12117,question
5377,Ashley, What?,12117,question
5378,Oleg, Did you circle everything too?,12117,question
5379,Vika, Okay.,12117,statement
5380,Oleg, [SL] Sign off.,12117,statement
5381,Ashley, It seems to me that not everything is shown here yet.,12117,statement
5382,Oleg, [SL] Where is the meteorologist?,12117,question
5383,Vika, Stop!,12117,statement
5384,Oleg, They killed it again.,12117,statement
5385,Ashley, Hm?,12117,question
5386,Oleg, The signal I killed again. I see. [SL] МТС… Is this your antics? Vika?,12117,question
5387,Vika, Hm?,12117,question
5388,Oleg, Is this your antics name? [SL] Eww МТС.,12117,statement
5389,Vika," No. No, I didn't change anything.",12117,statement
5390,Ole,// [SL] When will it end?,12117,question
5391,Salah, //Why did you change it?,12117,question
5392,Will, I didn’t change it.,12117,statement
5393,Salah," I think they don’t understand Russian, so they can’t read it.",12117,statement
5394,Vika, How can you…how can you do that?,12117,question
5395,Will, What?,12117,question
5396,Vika, I mean…,12117,disruption
5397,Salah, Name?,12117,question
5398,Vika, How can you change?,12117,question
5399,Salah, It’s [UI],12117,disruption
5400,Vika," Yeah, but you have…",12117,floor-grabber
5401,Salah, We have the permission to change name.,12117,statement
5402,Will, She knows how to change it because she changed it.,12117,statement
5403,Salah, She put «Eww».,12117,statement
5404,Will," Unless you changed it. I mean, she is the one…",12117,statement
5405,Ashley," Wait, you didn’t put the «Eww»?",12117,question
5406,Vika, No!,12117,statement
5407,Will, No. She did.,12117,statement
5408,Vika, No.,12117,statement
5409,Will, Look at her: “I don’t know what you’re talking about!”.,12117,statement
5410,Vika," No, really, I didn’t.",12117,statement
5411,Oleg, Do you see that?,12117,question
5412,Ashley," Well, I can't right now because...",12117,statement
5413,Vika," Wait. Wait. Wait, wait.",12117,statement
5414,Salah," Eww, right?",12117,question
5415,Vika, No that wasn’t me.,12117,statement
5416,Salah, Ew?,12117,question
5417,Vika, Nope. It’s not me.,12117,statement
5418,Will," Oh, wait, never mind. We can just look at the…",12117,statement
5419,Vika, Never mind.,12117,statement
5420,Will," Oh, it was you!!",12117,statement
5421,Ashley," No, it wasn’t!",12117,statement
5422,Salah," Ash, yeah?",12117,question
5423,Ashley," //No, I really didn’t!! I didn’t do that!",12117,statement
5424,Vika," //Oh, it was Ash! Yeah! Yes, yes. Ash!",12117,statement
5425,Oleg, Wait.,12117,statement
5426,Will, I can even track the user who changed something in the thing.,12117,statement
5427,Ashley, But I didn’t change the title.,12117,statement
5428,Oleg, Stop. Who are the [UI],12117,statement
5429,Will,Martian meteorologist specialist changed name at 3:08PM.,12117,statement
5430,Ashley, I didn’t do it though! I’m serious! I didn’t do it!,12117,statement
5431,Will, Maybe it was [SL] Aslan.,12117,statement
5432,Salah, Oh!,12117,statement
5433,Ashley, I don’t even have Russian keyboard in here.,12117,statement
5434,Will,"So, it could’ve been Salah. Salah changed name at 3:07.",12117,statement
5435,Salah, It’s the same thing. Except…,12117,statement
5436,Will," But at some point, you did change the name, so…",12117,floor-grabber
5437,Salah," Then, again, in Sirius only.",12117,statement
5438,Vika, Uh-oh.,12117,statement
5439,Salah, But «eww»? Vika? Or Ash?,12117,question
5440,Will, No. I don’t know. // It says…it’s either you or her.,12117,statement
5441,Ashley," //I swear, I haven’t even put my cursor on the title.",12117,statement
5442,Will, But the…,12117,floor-grabber
5443,Ashley, I don’t have a Russian keyboard on here.,12117,statement
5444,Vika, Really? Why?,12117,question
5445,Salah," Maybe it’s you, Will? //You changed it to «eww»?",12117,question
5446,Ashley, //Because we are Americans. We don’t need it on the NASA laptop.,12117,statement
5447,Will," Yeah, but you would have to change your name too. Fluid engineer: «You rock!». Yes!",12117,statement
5448,Salah, Who?,12117,question
5449,Will, Yes! That’s the…struct geo changed it.,12117,statement
5450,Ashley, They said they changed it?,12117,question
5451,Will:,"  Yeah, they changed it now, because that’s, apparently…",12117,floor-grabber
5452,Will," When fluid engineer changed it, I told fluid engineer, “You rock!” And, so, they must have told that to…to them.",12117,statement
5453,Ashley, What?,12117,question
5454,Will, Just look at the thing.,12117,statement
5455,Ashley, I can’t! I have to answer these fucking questions!,12117,statement
5456,Vika, But how...,12117,statement
5457,Oleg, Is it changing?,12117,question
5458,Vika, Will…,12117,floor-grabber
5459,Will," Wait. Wait. No, it’s not it. Like you need to do it before you...",12117,statement
5460,Salah, I can’t use it.,12117,statement
5461,Vika, For example...,12117,statement
5462,Will," No, no. You need to write it// before...",12117,statement
5463,Salah," //[UI] showing here, huh?",12117,question
5464,Oleg, [SL] Mac. [SL] Mac.,12117,statement
5465,Will, Mac y’all are lit.,12117,statement
5466,Vika, Is it yours?,12117,question
5467,Will, Yes. This means they are good.,12117,statement
5468,Salah, What is it?,12117,question
5469,Will," It’s in here, look. «Change name». You can see it.",12117,statement
5470,Ashley," Wait, where?",12117,question
5471,Will, “Choose name”. It’s the bottom side of activity log.,12117,statement
5472,Salah, Yeah.,12117,backchannel
5473,Vika, Where?  I don’t see the arrow.,12117,statement
5474,Will, This one.,12117,statement
5475,Vika, Okay.,12117,statement
5476,Salah, [UI],12117,disruption
5477,Oleg," It’s done, they are now confirming.",12117,statement
5478,Will, Sign-off activity log.,12117,statement
5479,Salah, Hm?,12117,question
5480,Ashley," Oh my God, I still can’t answer these fucking questions.",12117,statement
5481,Will," If it’s like the third one, I’d just fucking write it on, because it isn’t really…",12117,disruption
5482,Salah, Maybe [SL] Rustam?,12117,question
5483,Vika," Fire? ...But how? Look. I mean, I can write here now, Will. I can write something here. And then how can I confirm it?",12117,question
5484,Will, Well... you just press it.,12117,statement
5485,Ashley," So, I don’t understand. All my decisions on my screen are showing up not there anymore. Do you guys see my stuff anymore?",12117,question
5486,Will, I’m not sure. I wouldn’t…,12117,statement
5487,Vika, Someone is playing with you.,12117,statement
5488,Oleg, So who the hell is out there?,12117,question
5489,Vika, Where are you? I can’t see you at all.,12117,statement
5490,Ashley," For specimen factor decisions…Oh my God, why is it doing this? It’s so weird. Sign-off phase is killing me.",12117,statement
5491,Salah, I can see it now. See?,12117,question
5492,Ashley, Yeah.,12117,backchannel
5493,Vika, And you also do not have your dots there ...,12117,statement
5494,Will, Did you remove the…name? Let me see.,12117,statement
5495,Vika, Do we need to //insert our own? Own numbers?,12117,question
5496,Salah," //No, you can see.",12117,statement
5497,Ashley," //Yeah, but I did not pay attention to that at all because I’m having issues.",12117,statement
5498,Will, //What? We don’t need to. We just....,12117,statement
5499,Vika," //Usually not, but look. Neither structural geologist, nor you or me have them.",12117,statement
5500,Salah, //Which issue?,12117,question
5501,Ashley, My decisions just keep deleting.,12117,statement
5502,Will," Yes, you can understand, but I can't.",12117,statement
5503,Vika," Ah, it's like only when it's okay. So I need this time? I do not understand. No, I didn't understand. Yes. I understood.",12117,statement
5504,Oleg, Seems like you do not have time to write something already.,12117,statement
5505,Ashley, I told //that I have problems.,12117,statement
5506,Vika, //Will!,12117,statement
5507,Will, What?,12117,question
5508,Vika, We usually have…,12117,floor-grabber
5509,Will, Can you cancel?,12117,question
5510,Vika:,  //No I can not.,12117,statement
5511,Oleg, //What's your problem?,12117,question
5512,Ashley," //Every time I give... See this? Well, now it holds, and then it always zeroed [annulled].",12117,statement
5513,Will, //Then shut up.,12117,question
5514,Vika," //But it’s on here, what can I do now.",12117,statement
5515,Will, //What do you mean?,12117,question
5516,Vika," //Well, when it's on, it means you can take something out and sign it.",12117,statement
5517,Will," No, it //means that you...that it's yours.",12117,statement
5518,Oleg," Mine is still holding. Well, you've had it before, haven't you?",12117,question
5519,Will," Mine is on, mine…//This is so that you know who you are. It’s ok. Do you know who you are?",12117,question
5520,Ashley," Yes, but then it was shown: “No decision”. Can’t get it. Do you see my decision?",12117,question
5521,Vika, //Yes.,12117,statement
5522,Oleg, //Not yours.,12117,statement
5523,Will, //Are you sure? Because...,12117,statement
5524,Ashley, In the end? Do you see it there.,12117,statement
5525,Oleg, Right…Human…human…,12117,question
5526,Ashley, Yes. These are mine.,12117,statement
5527,Vika, Better eat something. Good girl. //Since you can't say anything.,12117,statement
