,Utterance_ID,Dialogue_Act,Channel_ID,Speaker,Dialogue_ID,Utterance,Label,Idx
57343,Bro023-c3_3797580_3797880,f,Bro023-c3,mn007,Bro023,yeah .,3,57343
57350,Bro023-c3_3847110_3847860,f,Bro023-c3,mn007,Bro023,um ==,3,57350
57351,Bro023-c3_3850130_3850300,f,Bro023-c3,mn007,Bro023,yeah .,3,57351
57354,Bro023-c3_3856280_3856770,f,Bro023-c3,mn007,Bro023,and ==,3,57354
57355,Bro023-c3_3858560_3859090,f,Bro023-c3,mn007,Bro023,um ==,3,57355
57365,Bro023-c3_3911160_3911740,f,Bro023-c3,mn007,Bro023,um ==,3,57365
57381,Bro023-c3_3969450_3969900,f,Bro023-c3,mn007,Bro023,uhhuh .,3,57381
57397,Bro023-c3_4005220_4005510,f,Bro023-c3,mn007,Bro023,uh ==,3,57397
57406,Bro023-c3_4044880_4045480,f,Bro023-c3,mn007,Bro023,um ==,3,57406
57408,Bro023-c3_4047340_4048340,f,Bro023-c3,mn007,Bro023,s- - so yeah .,3,57408
57409,Bro023-c3_4050360_4050630,f,Bro023-c3,mn007,Bro023,uh ==,3,57409
57410,Bro023-c3_4050630_4051030,f,Bro023-c3,mn007,Bro023,so yeah .,3,57410
57412,Bro023-c3_4058050_4058570,f,Bro023-c3,mn007,Bro023,and ==,3,57412
57413,Bro023-c3_4060000_4060640,f,Bro023-c3,mn007,Bro023,um ==,3,57413
57415,Bro023-c3_4063030_4063690,f,Bro023-c3,mn007,Bro023,um ==,3,57415
57417,Bro023-c3_4077220_4077880,f,Bro023-c3,mn007,Bro023,um ==,3,57417
57421,Bro023-c3_4099730_4100460,f,Bro023-c3,mn007,Bro023,um ==,3,57421
57423,Bro023-c3_4105030_4105580,f,Bro023-c3,mn007,Bro023,uh i- ==,3,57423
57426,Bro023-c3_4111360_4111530,f,Bro023-c3,mn007,Bro023,well .,3,57426
57436,Bro023-c3_4124250_4126390,f,Bro023-c3,mn007,Bro023,so um ==,3,57436
57444,Bro023-c3_4146070_4146600,f,Bro023-c3,mn007,Bro023,and ==,3,57444
57448,Bro023-c3_4157310_4157930,f,Bro023-c3,mn007,Bro023,um ==,3,57448
57450,Bro023-c3_4165690_4167220,f,Bro023-c3,mn007,Bro023,and um ==,3,57450
57452,Bro023-c3_4175780_4176870,f,Bro023-c3,mn007,Bro023,and ==,3,57452
57457,Bro023-c3_4200990_4201570,f,Bro023-c3,mn007,Bro023,and - yeah .,3,57457
57464,Bro023-c2_4213680_4214000,f,Bro023-c2,me013,Bro023,okay .,3,57464
57467,Bro023-c2_4218660_4219190,f,Bro023-c2,me013,Bro023,and so .,3,57467
57470,Bro023-c0_4222000_4222320,f,Bro023-c0,me018,Bro023,okay .,3,57470
57486,Bro025-c1_0016278_0017028,f,Bro025-c1,me013,Bro025,so ==,3,57486
57488,Bro025-c5_0023400_0024030,f,Bro025-c5,mn007,Bro025,yeah so ==,3,57488
57502,Bro025-c5_0042577_0043607,f,Bro025-c5,mn007,Bro025,um ==,3,57502
57506,Bro025-c5_0057719_0059089,f,Bro025-c5,mn007,Bro025,um ==,3,57506
57529,Bro025-c1_0129651_0130501,f,Bro025-c1,me013,Bro025,uh ==,3,57529
57535,Bro025-c1_0151188_0152308,f,Bro025-c1,me013,Bro025,uh - uh ==,3,57535
57536,Bro025-c1_0154057_0154687,f,Bro025-c1,me013,Bro025,um ==,3,57536
57593,Bro025-c1_0338726_0338916,f,Bro025-c1,me013,Bro025,you know .,3,57593
57601,Bro025-c1_0354707_0354847,f,Bro025-c1,me013,Bro025,so ==,3,57601
57602,Bro025-c1_0357457_0357707,f,Bro025-c1,me013,Bro025,uh ==,3,57602
57638,Bro025-c1_0411509_0411909,f,Bro025-c1,me013,Bro025,but uh ==,3,57638
57670,Bro025-c1_0507897_0508607,f,Bro025-c1,me013,Bro025,but um ==,3,57670
57710,Bro025-c1_0631813_0632573,f,Bro025-c1,me013,Bro025,um ==,3,57710
57729,Bro025-c5_0682482_0683122,f,Bro025-c5,mn007,Bro025,um ==,3,57729
57731,Bro025-c5_0684006_0684216,f,Bro025-c5,mn007,Bro025,yeah .,3,57731
57748,Bro025-c5_0725368_0726048,f,Bro025-c5,mn007,Bro025,so ==,3,57748
57749,Bro025-c5_0726923_0727043,f,Bro025-c5,mn007,Bro025,yeah .,3,57749
57753,Bro025-c5_0740214_0740594,f,Bro025-c5,mn007,Bro025,and ==,3,57753
57789,Bro025-c5_0810806_0811276,f,Bro025-c5,mn007,Bro025,um ==,3,57789
57791,Bro025-c1_0813692_0814292,f,Bro025-c1,me013,Bro025,um ==,3,57791
57825,Bro025-c2_0883046_0883156,f,Bro025-c2,mn052,Bro025,and ==,3,57825
57832,Bro025-c2_0894263_0894683,f,Bro025-c2,mn052,Bro025,so ==,3,57832
57839,Bro025-c1_0909467_0909777,f,Bro025-c1,me013,Bro025,so ==,3,57839
57842,Bro025-c1_0914199_0914469,f,Bro025-c1,me013,Bro025,so ==,3,57842
57843,Bro025-c1_0916975_0917315,f,Bro025-c1,me013,Bro025,uh .,3,57843
57849,Bro025-c1_0930720_0931070,f,Bro025-c1,me013,Bro025,so ==,3,57849
57853,Bro025-c1_0934906_0935686,f,Bro025-c1,me013,Bro025,um ==,3,57853
57854,Bro025-c1_0937135_0938055,f,Bro025-c1,me013,Bro025,and um ==,3,57854
57866,Bro025-c1_0975631_0976491,f,Bro025-c1,me013,Bro025,um ==,3,57866
57921,Bro025-c5_1096680_1097390,f,Bro025-c5,mn007,Bro025,um ==,3,57921
57929,Bro025-c5_1120260_1121360,f,Bro025-c5,mn007,Bro025,and - so ==,3,57929
57943,Bro025-c1_1154640_1154970,f,Bro025-c1,me013,Bro025,so ==,3,57943
57971,Bro025-c1_1205520_1206030,f,Bro025-c1,me013,Bro025,um ==,3,57971
57972,Bro025-c1_1208280_1208720,f,Bro025-c1,me013,Bro025,okay .,3,57972
57973,Bro025-c1_1210350_1211060,f,Bro025-c1,me013,Bro025,so uh ==,3,57973
57983,Bro025-c1_1225930_1226200,f,Bro025-c1,me013,Bro025,um ==,3,57983
57986,Bro025-c5_1232410_1233080,f,Bro025-c5,mn007,Bro025,um ==,3,57986
57990,Bro025-c5_1239700_1240590,f,Bro025-c5,mn007,Bro025,um ==,3,57990
57993,Bro025-c5_1253050_1253970,f,Bro025-c5,mn007,Bro025,um ==,3,57993
57996,Bro025-c5_1256480_1257560,f,Bro025-c5,mn007,Bro025,but - uhhuh ==,3,57996
57998,Bro025-c5_1266510_1266670,f,Bro025-c5,mn007,Bro025,and ==,3,57998
58001,Bro025-c1_1270020_1270940,f,Bro025-c1,me013,Bro025,but um ==,3,58001
58004,Bro025-c1_1294820_1295010,f,Bro025-c1,me013,Bro025,but ==,3,58004
58006,Bro025-c1_1297160_1297440,f,Bro025-c1,me013,Bro025,but ==,3,58006
58009,Bro025-c1_1300610_1301060,f,Bro025-c1,me013,Bro025,um ==,3,58009
58011,Bro025-c1_1305090_1306350,f,Bro025-c1,me013,Bro025,um ==,3,58011
58045,Bro025-c2_1410950_1411320,f,Bro025-c2,mn052,Bro025,so ==,3,58045
58057,Bro025-c1_1445960_1447550,f,Bro025-c1,me013,Bro025,so um ==,3,58057
58059,Bro025-c1_1454910_1455340,f,Bro025-c1,me013,Bro025,um ==,3,58059
58061,Bro025-c1_1456950_1457680,f,Bro025-c1,me013,Bro025,but um ==,3,58061
58069,Bro025-c2_1485250_1485760,f,Bro025-c2,mn052,Bro025,and ==,3,58069
58070,Bro025-c2_1489170_1490820,f,Bro025-c2,mn052,Bro025,uh ==,3,58070
58082,Bro025-c0_1527130_1527820,f,Bro025-c0,me018,Bro025,so i- - i- - uh ==,3,58082
58134,Bro025-c1_1642860_1643100,f,Bro025-c1,me013,Bro025,so ==,3,58134
58135,Bro025-c1_1644670_1645060,f,Bro025-c1,me013,Bro025,um ==,3,58135
58142,Bro025-c5_1665380_1665440,f,Bro025-c5,mn007,Bro025,um ==,3,58142
58143,Bro025-c1_1672150_1672650,f,Bro025-c1,me013,Bro025,um ==,3,58143
58151,Bro025-c1_1706750_1706820,f,Bro025-c1,me013,Bro025,um ==,3,58151
58169,Bro025-c1_1748040_1748300,f,Bro025-c1,me013,Bro025,so ==,3,58169
58170,Bro025-c1_1750120_1753360,f,Bro025-c1,me013,Bro025,uh so uh ==,3,58170
58173,Bro025-c1_1775060_1776000,f,Bro025-c1,me013,Bro025,but uh ==,3,58173
58174,Bro025-c3_1777440_1778140,f,Bro025-c3,me006,Bro025,huh ==,3,58174
58177,Bro025-c3_1791040_1791510,f,Bro025-c3,me006,Bro025,um ==,3,58177
58220,Bro025-c1_1912890_1913490,f,Bro025-c1,me013,Bro025,and uh ==,3,58220
58221,Bro025-c1_1914490_1914920,f,Bro025-c1,me013,Bro025,uh ==,3,58221
58252,Bro026-c0_0047340_0047510,f,Bro026-c0,mn007,Bro026,yeah .,3,58252
58266,Bro026-c0_0075165_0075255,f,Bro026-c0,mn007,Bro026,but ==,3,58266
58283,Bro026-c2_0098110_0098900,f,Bro026-c2,me013,Bro026,uh ==,3,58283
58338,Bro026-c5_0192760_0193150,f,Bro026-c5,me018,Bro026,uh ==,3,58338
58347,Bro026-c5_0201830_0201960,f,Bro026-c5,me018,Bro026,but ==,3,58347
58349,Bro026-c5_0202869_0203129,f,Bro026-c5,me018,Bro026,yeah .,3,58349
58353,Bro026-c2_0207875_0209175,f,Bro026-c2,me013,Bro026,so uh ==,3,58353
58357,Bro026-c2_0222700_0223440,f,Bro026-c2,me013,Bro026,and so ==,3,58357
58363,Bro026-c0_0234888_0235898,f,Bro026-c0,mn007,Bro026,um ==,3,58363
58368,Bro026-c2_0248630_0248920,f,Bro026-c2,me013,Bro026,so ==,3,58368
58376,Bro026-c2_0273593_0274783,f,Bro026-c2,me013,Bro026,so um ==,3,58376
58381,Bro026-c2_0287112_0289202,f,Bro026-c2,me013,Bro026,uh - um - and um ==,3,58381
58385,Bro026-c2_0308910_0309850,f,Bro026-c2,me013,Bro026,so um ==,3,58385
58387,Bro026-c2_0317965_0318095,f,Bro026-c2,me013,Bro026,or ==,3,58387
58388,Bro026-c0_0318900_0319220,f,Bro026-c0,mn007,Bro026,yeah .,3,58388
58390,Bro026-c0_0329230_0330010,f,Bro026-c0,mn007,Bro026,um ==,3,58390
58396,Bro026-c0_0360110_0361130,f,Bro026-c0,mn007,Bro026,huh .,3,58396
58397,Bro026-c0_0362340_0363440,f,Bro026-c0,mn007,Bro026,and uh ==,3,58397
58406,Bro026-c0_0382952_0383212,f,Bro026-c0,mn007,Bro026,so ==,3,58406
58412,Bro026-c0_0406060_0406610,f,Bro026-c0,mn007,Bro026,um ==,3,58412
58416,Bro026-c0_0421080_0421240,f,Bro026-c0,mn007,Bro026,so ==,3,58416
58422,Bro026-c2_0436877_0438672,f,Bro026-c2,me013,Bro026,so um ==,3,58422
58439,Bro026-c2_0500956_0501246,f,Bro026-c2,me013,Bro026,anyway .,3,58439
58447,Bro026-c2_0509382_0509612,f,Bro026-c2,me013,Bro026,so ==,3,58447
58470,Bro026-c2_0607560_0607840,f,Bro026-c2,me013,Bro026,so ==,3,58470
58480,Bro026-c0_0646151_0647201,f,Bro026-c0,mn007,Bro026,huh .,3,58480
58498,Bro026-c2_0697840_0698150,f,Bro026-c2,me013,Bro026,uh ==,3,58498
58500,Bro026-c2_0700092_0700552,f,Bro026-c2,me013,Bro026,um ==,3,58500
58515,Bro026-c2_0785846_0786226,f,Bro026-c2,me013,Bro026,uh ==,3,58515
58521,Bro026-c2_0812902_0813322,f,Bro026-c2,me013,Bro026,uh ==,3,58521
58526,Bro026-c2_0823000_0823260,f,Bro026-c2,me013,Bro026,so ==,3,58526
58531,Bro026-c2_0840864_0841194,f,Bro026-c2,me013,Bro026,uh ==,3,58531
58539,Bro026-c0_0852223_0852663,f,Bro026-c0,mn007,Bro026,um ==,3,58539
58548,Bro026-c2_0863900_0864150,f,Bro026-c2,me013,Bro026,yeah .,3,58548
58554,Bro026-c4_0880948_0881608,f,Bro026-c4,mn052,Bro026,so yeah .,3,58554
58562,Bro026-c2_0891380_0891860,f,Bro026-c2,me013,Bro026,so ==,3,58562
58580,Bro026-c0_0921610_0921900,f,Bro026-c0,mn007,Bro026,so ==,3,58580
58592,Bro026-c0_0933005_0933235,f,Bro026-c0,mn007,Bro026,so ==,3,58592
58621,Bro026-c2_1006200_1006870,f,Bro026-c2,me013,Bro026,so ==,3,58621
58633,Bro026-c2_1019540_1019780,f,Bro026-c2,me013,Bro026,yeah .,3,58633
58640,Bro026-c2_1042070_1042600,f,Bro026-c2,me013,Bro026,um ==,3,58640
58646,Bro026-c2_1065400_1067890,f,Bro026-c2,me013,Bro026,um - and uh ==,3,58646
58652,Bro026-c2_1083860_1084400,f,Bro026-c2,me013,Bro026,uh ==,3,58652
58656,Bro026-c2_1097220_1097540,f,Bro026-c2,me013,Bro026,right .,3,58656
58657,Bro026-c2_1099010_1099580,f,Bro026-c2,me013,Bro026,uh ==,3,58657
58706,Bro026-c0_1233080_1233400,f,Bro026-c0,mn007,Bro026,so ==,3,58706
58714,Bro026-c0_1245730_1245860,f,Bro026-c0,mn007,Bro026,but ==,3,58714
58727,Bro026-c2_1260960_1261310,f,Bro026-c2,me013,Bro026,um ==,3,58727
58737,Bro026-c2_1283620_1283850,f,Bro026-c2,me013,Bro026,right .,3,58737
58748,Bro026-c2_1303520_1304090,f,Bro026-c2,me013,Bro026,and so ==,3,58748
58756,Bro026-c2_1325180_1325380,f,Bro026-c2,me013,Bro026,so ==,3,58756
58758,Bro026-c2_1331350_1332240,f,Bro026-c2,me013,Bro026,so - uh ==,3,58758
58770,Bro026-c2_1378080_1378430,f,Bro026-c2,me013,Bro026,uh ==,3,58770
58772,Bro026-c2_1381150_1381490,f,Bro026-c2,me013,Bro026,so ==,3,58772
58785,Bro026-c0_1407160_1407820,f,Bro026-c0,mn007,Bro026,um ==,3,58785
58791,Bro026-c2_1420630_1420920,f,Bro026-c2,me013,Bro026,right .,3,58791
58792,Bro026-c2_1421720_1422250,f,Bro026-c2,me013,Bro026,um ==,3,58792
58812,Bro026-c4_1462950_1463260,f,Bro026-c4,mn052,Bro026,so ==,3,58812
58853,Bro026-c2_1586320_1586800,f,Bro026-c2,me013,Bro026,um ==,3,58853
58861,Bro026-c2_1606340_1606620,f,Bro026-c2,me013,Bro026,uh ==,3,58861
58862,Bro026-c2_1607770_1609750,f,Bro026-c2,me013,Bro026,uh but um ==,3,58862
58874,Bro026-c2_1665020_1665270,f,Bro026-c2,me013,Bro026,but ==,3,58874
58934,Bro026-c2_1844340_1845260,f,Bro026-c2,me013,Bro026,but um ==,3,58934
58935,Bro026-c2_1847340_1847810,f,Bro026-c2,me013,Bro026,um ==,3,58935
58955,Bro026-c2_1917310_1917590,f,Bro026-c2,me013,Bro026,so ==,3,58955
59004,Bro026-c2_2012380_2013100,f,Bro026-c2,me013,Bro026,yeah um ==,3,59004
59028,Bro026-c4_2062090_2062390,f,Bro026-c4,mn052,Bro026,so ==,3,59028
59029,Bro026-c4_2063160_2063630,f,Bro026-c4,mn052,Bro026,so ==,3,59029
59032,Bro026-c5_2064190_2064280,f,Bro026-c5,me018,Bro026,but ==,3,59032
59039,Bro026-c2_2077350_2078020,f,Bro026-c2,me013,Bro026,uh ==,3,59039
59059,Bro026-c0_2155440_2155610,f,Bro026-c0,mn007,Bro026,uh ==,3,59059
59074,Bro026-c2_2195440_2196170,f,Bro026-c2,me013,Bro026,uh ==,3,59074
59076,Bro026-c3_2199150_2199840,f,Bro026-c3,me006,Bro026,um ==,3,59076
59095,Bro026-c3_2297110_2297500,f,Bro026-c3,me006,Bro026,um ==,3,59095
59122,Bro026-c3_2437020_2437360,f,Bro026-c3,me006,Bro026,so ==,3,59122
59123,Bro026-c3_2439190_2439530,f,Bro026-c3,me006,Bro026,yeah .,3,59123
59171,Bro026-c2_2674630_2674970,f,Bro026-c2,me013,Bro026,uh ==,3,59171
59173,Bro026-c2_2675830_2676740,f,Bro026-c2,me013,Bro026,so uh ==,3,59173
59174,Bro026-c2_2677920_2678010,f,Bro026-c2,me013,Bro026,um ==,3,59174
59184,Bro026-c5_2694930_2695390,f,Bro026-c5,me018,Bro026,i guess ==,3,59184
59201,Bro026-c5_2784660_2784980,f,Bro026-c5,me018,Bro026,right .,3,59201
59218,Bro026-c2_2835590_2835780,f,Bro026-c2,me013,Bro026,but ==,3,59218
59263,Bro026-c5_2967420_2967970,f,Bro026-c5,me018,Bro026,and so ==,3,59263
59264,Bro026-c5_2969260_2969430,f,Bro026-c5,me018,Bro026,right .,3,59264
59284,Bro026-c5_3054370_3054540,f,Bro026-c5,me018,Bro026,and ==,3,59284
59286,Bro026-c5_3064030_3064410,f,Bro026-c5,me018,Bro026,uh ==,3,59286
59287,Bro026-c2_3068680_3069110,f,Bro026-c2,me013,Bro026,yeah .,3,59287
59315,Bro026-c2_3184600_3185900,f,Bro026-c2,me013,Bro026,but - but uh ==,3,59315
59316,Bro026-c2_3187590_3187990,f,Bro026-c2,me013,Bro026,uh ==,3,59316
59319,Bro026-c2_3196140_3196350,f,Bro026-c2,me013,Bro026,so ==,3,59319
59337,Bro028-c1_0014999_0015469,f,Bro028-c1,me013,Bro028,um ==,3,59337
59345,Bro028-c1_0032534_0033144,f,Bro028-c1,me013,Bro028,and and ==,3,59345
59347,Bro028-c4_0035510_0036640,f,Bro028-c4,mn007,Bro028,um ==,3,59347
59353,Bro028-c4_0049760_0050860,f,Bro028-c4,mn007,Bro028,um ==,3,59353
59355,Bro028-c4_0055653_0056563,f,Bro028-c4,mn007,Bro028,um ==,3,59355
59367,Bro028-c4_0087582_0088302,f,Bro028-c4,mn007,Bro028,um ==,3,59367
59370,Bro028-c4_0098640_0099110,f,Bro028-c4,mn007,Bro028,um ==,3,59370
59384,Bro028-c4_0118520_0119160,f,Bro028-c4,mn007,Bro028,um ==,3,59384
59396,Bro028-c4_0131118_0131788,f,Bro028-c4,mn007,Bro028,um ==,3,59396
59404,Bro028-c4_0141800_0142260,f,Bro028-c4,mn007,Bro028,uh ==,3,59404
59406,Bro028-c4_0144448_0145018,f,Bro028-c4,mn007,Bro028,huh ==,3,59406
59428,Bro028-c4_0209603_0210583,f,Bro028-c4,mn007,Bro028,um ==,3,59428
59432,Bro028-c4_0218899_0219059,f,Bro028-c4,mn007,Bro028,but ==,3,59432
59435,Bro028-c4_0222714_0223962,f,Bro028-c4,mn007,Bro028,but uh ==,3,59435
59453,Bro028-c4_0259281_0261855,f,Bro028-c4,mn007,Bro028,uh huh ==,3,59453
59456,Bro028-c4_0278137_0278827,f,Bro028-c4,mn007,Bro028,um ==,3,59456
59460,Bro028-c4_0293331_0294201,f,Bro028-c4,mn007,Bro028,um ==,3,59460
59464,Bro028-c4_0311900_0312490,f,Bro028-c4,mn007,Bro028,and ==,3,59464
59480,Bro028-c4_0344258_0345498,f,Bro028-c4,mn007,Bro028,um ==,3,59480
59484,Bro028-c4_0352613_0353283,f,Bro028-c4,mn007,Bro028,um ==,3,59484
59487,Bro028-c4_0360431_0361081,f,Bro028-c4,mn007,Bro028,um ==,3,59487
59492,Bro028-c4_0374390_0374740,f,Bro028-c4,mn007,Bro028,uh .,3,59492
59502,Bro028-c4_0386311_0386651,f,Bro028-c4,mn007,Bro028,and ==,3,59502
59504,Bro028-c4_0389659_0389749,f,Bro028-c4,mn007,Bro028,and ==,3,59504
59506,Bro028-c4_0391745_0392245,f,Bro028-c4,mn007,Bro028,huh ==,3,59506
59510,Bro028-c4_0411020_0411440,f,Bro028-c4,mn007,Bro028,huh ==,3,59510
59514,Bro028-c4_0418965_0422088,f,Bro028-c4,mn007,Bro028,and um ==,3,59514
59518,Bro028-c4_0428936_0429386,f,Bro028-c4,mn007,Bro028,um ==,3,59518
59520,Bro028-c4_0435116_0435416,f,Bro028-c4,mn007,Bro028,um ==,3,59520
59526,Bro028-c1_0449342_0450362,f,Bro028-c1,me013,Bro028,and um ==,3,59526
59537,Bro028-c4_0476440_0476560,f,Bro028-c4,mn007,Bro028,yeah .,3,59537
59544,Bro028-c4_0483160_0483840,f,Bro028-c4,mn007,Bro028,um ==,3,59544
59561,Bro028-c4_0527939_0528079,f,Bro028-c4,mn007,Bro028,and ==,3,59561
59563,Bro028-c4_0530694_0533611,f,Bro028-c4,mn007,Bro028,um uh ==,3,59563
59568,Bro028-c1_0541845_0542175,f,Bro028-c1,me013,Bro028,um ==,3,59568
59583,Bro028-c4_0579982_0580932,f,Bro028-c4,mn007,Bro028,um ==,3,59583
59590,Bro028-c4_0608448_0608558,f,Bro028-c4,mn007,Bro028,and ==,3,59590
59603,Bro028-c4_0628091_0628811,f,Bro028-c4,mn007,Bro028,um ==,3,59603
59607,Bro028-c4_0639860_0640400,f,Bro028-c4,mn007,Bro028,um ==,3,59607
59610,Bro028-c4_0652349_0653579,f,Bro028-c4,mn007,Bro028,and um ==,3,59610
59620,Bro028-c4_0662269_0662419,f,Bro028-c4,mn007,Bro028,but ==,3,59620
59627,Bro028-c4_0693400_0694070,f,Bro028-c4,mn007,Bro028,um ==,3,59627
59642,Bro028-c1_0720420_0720800,f,Bro028-c1,me013,Bro028,um ==,3,59642
59649,Bro028-c4_0742880_0744020,f,Bro028-c4,mn007,Bro028,um ==,3,59649
59656,Bro028-c1_0756536_0756956,f,Bro028-c1,me013,Bro028,um ==,3,59656
59666,Bro028-c4_0797725_0798085,f,Bro028-c4,mn007,Bro028,and ==,3,59666
59682,Bro028-c1_0824924_0827875,f,Bro028-c1,me013,Bro028,um uh ==,3,59682
59714,Bro028-c1_0886321_0887631,f,Bro028-c1,me013,Bro028,and um ==,3,59714
59745,Bro028-c4_0988368_0989378,f,Bro028-c4,mn007,Bro028,um .,3,59745
59746,Bro028-c1_0989337_0990467,f,Bro028-c1,me013,Bro028,so uh ==,3,59746
59769,Bro028-c4_1043330_1044200,f,Bro028-c4,mn007,Bro028,um ==,3,59769
59793,Bro028-c4_1092360_1092640,f,Bro028-c4,mn007,Bro028,yeah .,3,59793
59803,Bro028-c1_1115980_1117830,f,Bro028-c1,me013,Bro028,and uh ==,3,59803
59808,Bro028-c4_1124450_1125750,f,Bro028-c4,mn007,Bro028,um .,3,59808
59816,Bro028-c1_1144590_1146400,f,Bro028-c1,me013,Bro028,uh uh ==,3,59816
59817,Bro028-c4_1146840_1147560,f,Bro028-c4,mn007,Bro028,um ==,3,59817
59868,Bro028-c0_1297110_1297400,f,Bro028-c0,me018,Bro028,so ==,3,59868
59900,Bro028-c4_1340620_1340980,f,Bro028-c4,mn007,Bro028,so ==,3,59900
59907,Bro028-c0_1354470_1354850,f,Bro028-c0,me018,Bro028,um ==,3,59907
59911,Bro028-c0_1367380_1367660,f,Bro028-c0,me018,Bro028,so ==,3,59911
59934,Bro028-c1_1403540_1403620,f,Bro028-c1,me013,Bro028,so ==,3,59934
59939,Bro028-c4_1410510_1411770,f,Bro028-c4,mn007,Bro028,um ==,3,59939
59954,Bro028-c4_1449330_1449610,f,Bro028-c4,mn007,Bro028,and ==,3,59954
59963,Bro028-c0_1471100_1471610,f,Bro028-c0,me018,Bro028,so ==,3,59963
59972,Bro028-c1_1489500_1489750,f,Bro028-c1,me013,Bro028,but ==,3,59972
59978,Bro028-c0_1505230_1506070,f,Bro028-c0,me018,Bro028,and - so ==,3,59978
59982,Bro028-c0_1515460_1515740,f,Bro028-c0,me018,Bro028,so ==,3,59982
59984,Bro028-c0_1521850_1521940,f,Bro028-c0,me018,Bro028,but ==,3,59984
59994,Bro028-c0_1548080_1549040,f,Bro028-c0,me018,Bro028,and uh ==,3,59994
60027,Bro028-c1_1652570_1652890,f,Bro028-c1,me013,Bro028,you know ==,3,60027
60051,Bro028-c0_1734890_1735390,f,Bro028-c0,me018,Bro028,uh ==,3,60051
60054,Bro028-c0_1752310_1752810,f,Bro028-c0,me018,Bro028,um ==,3,60054
60072,Bro028-c1_1786340_1787450,f,Bro028-c1,me013,Bro028,but - but uh ==,3,60072
60086,Bro028-c0_1825960_1826320,f,Bro028-c0,me018,Bro028,uh ==,3,60086
60103,Bro028-c0_1852950_1853390,f,Bro028-c0,me018,Bro028,but um ==,3,60103
60106,Bro028-c0_1860970_1862060,f,Bro028-c0,me018,Bro028,and uh ==,3,60106
60120,Bro028-c4_1896970_1898180,f,Bro028-c4,mn007,Bro028,um ==,3,60120
60126,Bro028-c1_1906540_1906840,f,Bro028-c1,me013,Bro028,or ==,3,60126
60159,Bro028-c1_1983930_1984630,f,Bro028-c1,me013,Bro028,and uh ==,3,60159
60163,Bro028-c1_2000830_2002860,f,Bro028-c1,me013,Bro028,uh - and uh ==,3,60163
60171,Bro028-c1_2017420_2017550,f,Bro028-c1,me013,Bro028,and ==,3,60171
60195,Bro028-c1_2046640_2046830,f,Bro028-c1,me013,Bro028,or ==,3,60195
60212,Bro028-c1_2085610_2085890,f,Bro028-c1,me013,Bro028,yeah .,3,60212
60234,Bro028-c1_2140210_2143240,f,Bro028-c1,me013,Bro028,uh - and um ==,3,60234
60236,Bro028-c1_2146820_2147850,f,Bro028-c1,me013,Bro028,and - and uh ==,3,60236
60239,Bro028-c1_2155710_2158210,f,Bro028-c1,me013,Bro028,um - um ==,3,60239
60241,Bro028-c1_2161230_2161490,f,Bro028-c1,me013,Bro028,so ==,3,60241
60244,Bro028-c1_2171330_2171370,f,Bro028-c1,me013,Bro028,or ==,3,60244
60246,Bro028-c4_2173000_2173150,f,Bro028-c4,mn007,Bro028,but ==,3,60246
60255,Bro028-c1_2185240_2185370,f,Bro028-c1,me013,Bro028,and ==,3,60255
60260,Bro028-c1_2191640_2191700,f,Bro028-c1,me013,Bro028,so ==,3,60260
60264,Bro028-c1_2206860_2209280,f,Bro028-c1,me013,Bro028,but uh - uh - uh ==,3,60264
60266,Bro028-c1_2211910_2213340,f,Bro028-c1,me013,Bro028,but - but uh ==,3,60266
60268,Bro028-c1_2220170_2220310,f,Bro028-c1,me013,Bro028,and ==,3,60268
60279,Bro028-c2_2269290_2269540,f,Bro028-c2,me026,Bro028,and ==,3,60279
60282,Bro028-c2_2279700_2280480,f,Bro028-c2,me026,Bro028,and um ==,3,60282
60314,Bro028-c2_2424150_2424810,f,Bro028-c2,me026,Bro028,um ==,3,60314
60350,Bro028-c1_2535060_2535430,f,Bro028-c1,me013,Bro028,um ==,3,60350
60367,Bro028-c1_2587170_2587600,f,Bro028-c1,me013,Bro028,um ==,3,60367
60391,Bro028-c1_2654670_2656750,f,Bro028-c1,me013,Bro028,so um uh ==,3,60391
60396,Bro028-c1_2668040_2668310,f,Bro028-c1,me013,Bro028,um ==,3,60396
60403,Bro028-c1_2686570_2688190,f,Bro028-c1,me013,Bro028,and - and - and uh ==,3,60403
60406,Bro028-c1_2697430_2697930,f,Bro028-c1,me013,Bro028,um ==,3,60406
60409,Bro028-c1_2716030_2720610,f,Bro028-c1,me013,Bro028,and um um um ==,3,60409
60415,Bro028-c1_2744160_2744480,f,Bro028-c1,me013,Bro028,so ==,3,60415
60420,Bro028-c1_2758420_2758650,f,Bro028-c1,me013,Bro028,so ==,3,60420
60423,Bro028-c1_2764800_2765040,f,Bro028-c1,me013,Bro028,so ==,3,60423
60428,Bro028-c5_2784540_2784910,f,Bro028-c5,me006,Bro028,um ==,3,60428
60459,Bro028-c1_2897550_2897910,f,Bro028-c1,me013,Bro028,so ==,3,60459
60464,Bro028-c1_2917830_2917890,f,Bro028-c1,me013,Bro028,so ==,3,60464
60468,Bro028-c1_2923260_2923540,f,Bro028-c1,me013,Bro028,uh ==,3,60468
60476,Bro028-c1_2937420_2938730,f,Bro028-c1,me013,Bro028,and - and - and uh ==,3,60476
