,speaker,content,block,session,labels,labels_h
19650,Salah, Very good for me.,0,11,0,statement
19651,Oleg," But yours is better, yes?",0,11,4,question
19652,Will, Thirty-six twenty-six? Not important. No water.,0,11,4,question
19653,Ashley," Okay, no. Nice.",0,11,0,statement
19654,Salah, For Vika there is water.,0,11,0,statement
19655,Will, Huh?,0,11,4,question
19656,Salah, For Vika there is water.,0,11,0,statement
19657,Will, Find some.,0,11,0,statement
19658,Ashley, What about…,0,11,0,statement
19659,Oleg, //Still better?,0,11,4,question
19660,Vika, //Yes.,0,11,1,disruption
19661,Ashley, Fourteen,0,11,0,statement
19662,Vika, Yes.,0,11,0,statement
19663,Ashley, Forty-nine,0,11,0,statement
19664,Vika, Yes.,0,11,0,statement
19665,Ashley, Fourteen forty-nine.,0,11,0,statement
19666,Oleg, Today you seem…,0,11,0,statement
19667,Will, Fourteen?,0,11,4,question
19668,Ashley, Fourteen.,0,11,0,statement
19669,Will, Fourteen.,0,11,0,statement
19670,Ashley, Forty-nine.,0,11,0,statement
19671,Will, Forty-nine.,0,11,0,statement
19672,Oleg," Why are you working so hard today, Ash?",0,11,4,question
19673,Will, Almost no water.,0,11,0,statement
19674,Oleg, Shoot!,0,11,0,statement
19675,Ashley," Okay, okay!",0,11,0,statement
19676,Vika, High contamination.,0,11,0,statement
19677,Ashley," Okay, okay! I understand!",0,11,0,statement
19678,Oleg," That’s it, you have twenty-one forty-eight. That’s it, you can just sit here.",0,11,0,statement
19679,Ashley, Easy! Nineteen fifty.,0,11,0,statement
19680,Oleg, You are tireless.,0,11,0,statement
19681,Ashley, What?,0,11,4,question
19682,Oleg, Tireless.,0,11,0,statement
19683,Vika, Too active.,0,11,0,statement
19684,Ashley, To act.,0,11,0,statement
19685,Vika, Too active.,0,11,0,statement
19686,Ashley, Too active?,0,11,4,question
19687,Vika, Yeah. He said.,0,11,0,statement
19688,Oleg," Well, so…",0,11,3,follow-me
19689,Vika, It’s okay. That’s good for me.,0,11,0,statement
19690,Ashley," Oh! Okay, okay.",0,11,0,statement
19691,Oleg, It’s better than twenty-one forty-eight.,0,11,0,statement
19692,Ashley, Really? Wow!,0,11,4,question
19693,Vika, To be honest.,0,11,0,statement
19694,Ashley, Okay. Will?,0,11,4,question
19695,Vika, What about you?,0,11,4,question
19696,Will, What?,0,11,4,question
19697,Salah, Which number?,0,11,4,question
19698,Ashley, Nineteen fifty.,0,11,0,statement
19699,Oleg, These are more delicious.,0,11,0,statement
19700,Will, No.,0,11,0,statement
19701,Ashley," No? Well, then…",0,11,4,question
19702,Ashley, Should we suggest twenty-one forty-eight to them?,0,11,4,question
19703,Will, I already suggested that.,0,11,0,statement
19704,Ashley, Alright. Let me tell my team. They are looking at forty forty-two.,0,11,0,statement
19705,Salah, Check twenty-three fourteen.,0,11,0,statement
19706,Vika, Just a sec. Forty…,0,11,0,statement
19707,Ashley," Yeah, let’s check the one they suggested first.",0,11,0,statement
19708,Oleg," Not bad either, but why is it so deep?",0,11,4,question
19709,Will," No, it’s 100% water loss there.",0,11,0,statement
19710,Ashley, In forty forty-two?,0,11,4,question
19711,Will, Mhm.,0,11,0,statement
19712,Oleg," Yes, that is, we are looking, //where the depth is a thousand, and here it’s two thousand three hundred.",0,11,0,statement
19713,Salah, //Which one is the highest with water?,0,11,4,question
19714,Will, In terms of water output?,0,11,4,question
19715,Salah," Yeah, between all the points.",0,11,0,statement
19716,Will," Right now, eleven thirty-seven.",0,11,0,statement
19717,Vika," Hey tiger, what did you say?",0,11,4,question
19718,Salah, Twenty-three fourteen.,0,11,0,statement
19719,Vika, Twenty-three…,0,11,0,statement
19720,Salah, Ask them also about eleven thirty-seven.,0,11,0,statement
19721,Will, I already did.,0,11,0,statement
19722,Ashley, What did they say about it?,0,11,4,question
19723,Will, They haven’t said anything about it yet.,0,11,0,statement
19724,Ashley," And we said that that one was second best, right? For us overall.",0,11,4,question
19725,Will," It’s…I mean, there is more water there available, but it’s, like, not everybody agreed on it. So, that was four out of five and that was five out of five for us.",0,11,0,statement
19726,Vika," So, twenty-three fourteen is //not that bad…",0,11,0,statement
19727,Will, //Fourteen twenty-eight is looking decent.,0,11,0,statement
19728,Ashley, Which one?,0,11,4,question
19729,Will, Fourteen twenty-eight.,0,11,0,statement
19730,Ashley, Fourteen twenty-eight?,0,11,4,question
19731,Will, Mhhm.,0,11,2,backchannel
19732,Ashley, That’s what they suggested?,0,11,4,question
19733,Will, Yeah.,0,11,2,backchannel
19734,Ashley," Not really great for me, but alright.",0,11,0,statement
19735,Vika," Oh, it’s …high level of contaminations.",0,11,0,statement
19736,Salah, It’s good for me.,0,11,0,statement
19737,Will, There is…//it’s the most water.,0,11,0,statement
19738,Salah, //Depth is only seven hundred.,0,11,0,statement
19739,Vika," Oleg, please look at fourteen twenty-eight. …In terms of filtration.",0,11,0,statement
19740,Will, It’s good for you…,0,11,0,statement
19741,Salah, Yeah.,0,11,2,backchannel
19742,Will, Yours is passing but not great?,0,11,4,question
19743,Ashley, Mhm.,0,11,0,statement
19744,Will, Okay.,0,11,0,statement
19745,Salah, You?,0,11,4,question
19746,Will, For me it’s fine.,0,11,0,statement
19747,Vika, High level of contamination.,0,11,0,statement
19748,Will, It’s not okay for you.,0,11,0,statement
19749,Salah, For Oleg?,0,11,4,question
19750,Oleg," In principle, it’s okay, but it’s deep.",0,11,0,statement
19751,Will, Mhm. Two thousand three hundred.,0,11,0,statement
19752,Salah, Mhm.,0,11,0,statement
19753,Oleg, I think there will be great costs for development.,0,11,0,statement
19754,Salah, They said to try forty forty-two.,0,11,0,statement
19755,Ashley," //Yeah, we already …we did check that one.",0,11,0,statement
19756,Will, //We checked that.,0,11,0,statement
19757,Salah, We checked?,0,11,4,question
19758,Oleg," In fact, there are no problems. But it’s too high to lift.",0,11,0,statement
19759,Vika," Be careful, please. You know, actually, it’s the same taste as…",0,11,0,statement
19760,Salah, Yeah.,0,11,2,backchannel
19761,Vika, Yeah.,0,11,2,backchannel
19762,Vika, As another nuts. …Six twelve.,0,11,0,statement
19763,Ashley, Six twelve.,0,11,0,statement
19764,Will, 100% water loss.,0,11,0,statement
19765,Vika, It’s always like that.,0,11,0,statement
19766,Ashley, What about…,0,11,0,statement
19767,Oleg, Is it really…,0,11,0,statement
19768,Vika, No.,0,11,0,statement
19769,Ashley, Thirty-one forty-one. Thirty-one forty-one.,0,11,0,statement
19770,Oleg, Why is it all frozen for you?,0,11,4,question
19771,Will, Forty-one forty-one?,0,11,4,question
19772,Vika, // Thirty-one forty-one.,0,11,0,statement
19773,Ashley, //Thirty-one forty-one.,0,11,0,statement
19774,Will, Thirty-one.,0,11,0,statement
19775,Vika, It’s …,0,11,0,statement
19776,Will, A quick no.,0,11,0,statement
19777,Vika, That’s good for me.,0,11,0,statement
19778,Will, Yes. Because there’s no water.,0,11,0,statement
19779,Vika, Okay.,0,11,0,statement
19780,Salah, Deep for me.,0,11,0,statement
19781,Vika, [SL] Advice.,0,11,0,statement
19782,Ashley," You said that there is 100% water loss at forty forty-two, right?",0,11,4,question
19783,Will, Yeah. I let them know.,0,11,0,statement
19784,Oleg, //And what about one forty-nine?,0,11,4,question
19785,Ashley, //Because they keep saying.,0,11,0,statement
19786,Will, One forty-nine. …No water.,0,11,0,statement
19787,Ashley, Did you guys look at twenty-one thirty-eight? Because that seems to be what they keep looking at.,0,11,4,question
19788,Vika, Forty-eight?,0,11,4,question
19789,Ashley, Twenty-one thirty-eight they seem to keep looking at for some reason.,0,11,0,statement
19790,Will," Yeah, they are talking about it for some reasons because we told them.",0,11,0,statement
19791,Ashley," No, we told them twenty-one forty-eight.",0,11,0,statement
19792,Vika," Yeah, forty.",0,11,0,statement
19793,Ashley, Did you tell them the wrong point?,0,11,4,question
19794,Will, What do you mean?,0,11,4,question
19795,Vika, Boo!,0,11,0,statement
19796,Ashley, The one that we discussed was twenty-one forty-eight.,0,11,0,statement
19797,Will," Oh, shit!",0,11,0,statement
19798,Ashley, Will!!,0,11,0,statement
19799,Will," No, twenty-one forty-eight is good. That’s…I guess I just fucking wrote the wrong one.",0,11,0,statement
19800,Ashley, Will!! //Twenty-one forty-eight is my good point!,0,11,0,statement
19801,Will," //I’m sorry. Twenty-one forty-eight. It is a good point. Twenty-one forty-eight is good, but that’s just not the one…",0,11,0,statement
19802,Vika," So, thirty-eight, yeah? Right? Twenty-one thirty-eight. Right?",0,11,4,question
19803,Ashley, Twenty-one forty-eight is the one that we like.,0,11,0,statement
19804,Vika, Yes. But now…,0,11,0,statement
19805,Ashley, But they are now looking at thirty-eight.,0,11,0,statement
19806,Vika," Boo! Oh, no…twenty-one thirty-eight is…",0,11,0,statement
19807,Ashley," Yeah, so it has to be forty-eight.",0,11,0,statement
19808,Vika, Yes.,0,11,0,statement
19809,Ashley, Okay.,0,11,0,statement
19810,Oleg, Find some indirect sign of the presence of water. There is no logic at all. It seems that each point is absolutely autonomous.,0,11,0,statement
19811,Vika, Exactly.,0,11,0,statement
19812,Oleg, Mm.,0,11,0,statement
19813,Vika," Maybe, Oleg.",0,11,0,statement
19814,Oleg, I can’t imagine that everything could be so good there.,0,11,0,statement
19815,Vika," God, I want to sleep so much.",0,11,0,statement
19816,Oleg, There. Here’s this one – three forty-five. I know right away that Salah will like it.,0,11,0,statement
19817,Salah, Yes.,0,11,0,statement
19818,Vika, You have some connection there.,0,11,0,statement
19819,Ashley, Say again.,0,11,0,statement
19820,Oleg, Three forty-five.,0,11,0,statement
19821,Ashley, Three forty-five.,0,11,0,statement
19822,Vika, What?,0,11,4,question
19823,Ashley, Where is it?,0,11,4,question
19824,Vika," That’s not //bad, but the…",0,11,0,statement
19825,Ashley," //Not bad, not bad. Not bad.",0,11,0,statement
19826,Oleg," And that’s great, say it!",0,11,0,statement
19827,Ashley, Not bad.,0,11,0,statement
19828,Vika, Can you filter it?,0,11,4,question
19829,Oleg, Yes.,0,11,0,statement
19830,Vika, I agree. Will?,0,11,4,question
19831,Oleg, It is completely in one filter mostly.,0,11,0,statement
19832,Will, Hold on.,0,11,0,statement
19833,Salah, Very good for me.,0,11,0,statement
19834,Oleg, The most important thing is to have water there.,0,11,0,statement
19835,Will," In fact, twenty-one thirty-eight – it’s not bad…",0,11,0,statement
19836,Oleg, Forty.,0,11,0,statement
19837,Ashley, She said no.,0,11,0,statement
19838,Vika, Definitely not.,0,11,0,statement
19839,Will," Yes, but it’s one person. What do you mean “definitely not”?",0,11,4,question
19840,Vika, It’s 100% contamination there.,0,11,0,statement
19841,Will," Oh, well okay. Well, okay.",0,11,0,statement
19842,Oleg," Well, okay, okay.",0,11,0,statement
19843,Vika, Okay.,0,11,0,statement
19844,Salah, Wear a mask.,0,11,0,statement
19845,Will, Easy.,0,11,0,statement
19846,Vika, Easy.,0,11,0,statement
19847,Oleg," Will, //you never said anything about thirty-one forty-one.",0,11,0,statement
19848,Ashley, //It’s contamination of the water.,0,11,0,statement
19849,Will, Hold on.,0,11,0,statement
19850,Ashley, Forty-one forty-one?,0,11,4,question
19851,Vika, Thirty-one forty-one.,0,11,0,statement
19852,Ashley," Oh, thirty…",0,11,0,statement
19853,Vika, //[UI],0,11,0,statement
19854,Oleg, //You said it’s excellent.,0,11,0,statement
19855,Oleg, You are for it.,0,11,0,statement
19856,Ashley, Oops.,0,11,0,statement
19857,Oleg, It’s better than twenty-one forty-eight.,0,11,0,statement
19858,Will, They say they simply love twenty-one forty-eight.,0,11,0,statement
19859,Vika, Hooray! Weee!,0,11,0,statement
19860,Ashley, That’s my point.,0,11,0,statement
19861,Oleg, Write that it is “my point!”,0,11,0,statement
19862,Vika," By the way…Oh, no, in general…Well, okay.",0,11,0,statement
19863,Vika, So now what? Let’s finish?,0,11,4,question
19864,Oleg," And we are sure there’s nothing at twenty-one forty-one, yes?",0,11,4,question
19865,Will, Hold on. Thirty-one forty…,0,11,0,statement
19866,Oleg, One.,0,11,0,statement
19867,Salah, What about the point that Oleg said – three forty-five?,0,11,4,question
19868,Will, It doesn’t allow me to create for some reason.,0,11,0,statement
19869,Ashley, Thirty-one forty-one – it’s great!,0,11,0,statement
19870,Vika, Let’s decide on twenty-one forty-eight.,0,11,0,statement
19871,Will, One more time. Thirty-one forty-one? No water.,0,11,4,question
19872,Oleg," Oh, shoot, wait. This…//where is this point?",0,11,4,question
19873,Salah, //What about three forty-five?,0,11,4,question
19874,Will," Three forty-five, I mean…I don’t know, y’all, we’re kind of…",0,11,0,statement
19875,Salah, Three,0,11,0,statement
19876,Will, Forty-five.,0,11,0,statement
19877,Oleg," Oh, sorry. I told you three forty-five. Three forty-five.",0,11,0,statement
19878,Will, Okay. They are saying that they are ready for twenty-one forty-eight.,0,11,0,statement
19879,Oleg, Excellent. //I am for it!,0,11,0,statement
19880,Vika, //Cool.,0,11,0,statement
19881,Ashley, I am for it!,0,11,0,statement
19882,Oleg," Well, it’s from Ash.",0,11,0,statement
19883,Ashley," Parts source, parts source.",0,11,0,statement
19884,Vika, Alright.,0,11,0,statement
19885,Ashley," Okay. So, I need to make some decisions here.",0,11,0,statement
19886,Oleg, Okay.,0,11,0,statement
19887,Ashley," Okay, so, [UI]",0,11,0,statement
19888,Oleg," So, shall we complete Sign off? And that’s it, all done.",0,11,4,question
19889,Vika," I am ready, but nobody has completed anything yet. //And already…we can already.",0,11,0,statement
19890,Salah, //On which point they agreed?,0,11,4,question
19891,Ashley, Twenty-one forty-eight.,0,11,0,statement
19892,Vika, Yes.,0,11,0,statement
19893,Oleg, Does anyone see the logic of the relief and the presence of water?,0,11,4,question
19894,Vika, Do you see a gopher? But it’s there.,0,11,4,question
19895,Oleg, Yes.,0,11,0,statement
19896,Oleg," Ash, you are putting yours one after another, right?",0,11,4,question
19897,Ashley, What?,0,11,4,question
19898,Oleg, Are you putting them all there?,0,11,4,question
19899,Ashley," These are some, and now I am [UI] doing.",0,11,0,statement
19900,Will, They say they are ready…,1,11,0,statement
19901,Oleg, Twenty-one forty-eight?,1,11,4,question
19902,Will, Yes. If you are ready now.,1,11,0,statement
19903,Oleg, We are ready.,1,11,0,statement
19904,Vika," Yes, this text doesn’t seem to end for me. Oh, there, the end.",1,11,0,statement
19905,Oleg, Done. Sign off.,1,11,0,statement
19906,Vika," I think that’s not it yet. Material specialist, operation specialist.",1,11,0,statement
19907,Vika, Not everyone has completed.,1,11,0,statement
19908,Will, Is it everything?,1,11,4,question
19909,Salah, Yep. I’ll put it and then sign off.,1,11,0,statement
19910,Will, Let’s go.,1,11,0,statement
19911,Vika, It’s not everything yet.,1,11,0,statement
19912,Salah," Yeah, yeah. We started.",1,11,0,statement
19913,Will, Have you written everything?,1,11,4,question
19914,Ashley," Wait, I didn’t put my values in yet.",1,11,0,statement
19915,Will," Oh, then…I asked three times: Is everyone done?",1,11,4,question
19916,Vika, I told you three times that not yet…,1,11,0,statement
19917,Will, You said it one time.,1,11,0,statement
19918,Oleg," Hold on, wait.",1,11,0,statement
19919,Will, Exactly when I was doing it.,1,11,0,statement
19920,Oleg, Done?,1,11,4,question
19921,Ashley, No.,1,11,0,statement
19922,Oleg, No?,1,11,4,question
19923,Ashley, Here we need to put in what I want.,1,11,0,statement
19924,Will," What’s happening here? Is it something yummy? Well, okay. That’s good.",1,11,4,question
19925,Vika, No! Which one is your favorite?,1,11,4,question
19926,Ashley, Oh my God!,1,11,0,statement
19927,Will, Don’t know.,1,11,0,statement
19928,Vika, A great answer.,1,11,0,statement
19929,Ashley," Four, six, five, six, four, six",1,11,0,statement
19930,Oleg," Will, what is your parameter…material…material LHSB – what is it?",1,11,4,question
19931,Will," This, where there is water. It can sit in some kind of basin...",1,11,0,statement
19932,Vika," There are several levels of water. There are superficial layers and there are deep ones. Pools. Different pools: surface and deep. What matters is the distance between them, the distance between...",1,11,0,statement
19933,Vika, Like one pool…,1,11,0,statement
19934,Ashley, Alright. I’m ready now.,1,11,0,statement
19935,Vika," Depth, distance between them.",1,11,0,statement
19936,Will, Hit that LIKE button.,1,11,0,statement
19937,Salah, Yep. Signed off.,1,11,0,statement
19938,Ashley, //Do you guys see mine?,1,11,4,question
19939,Salah," //It was quickly, yeah?",1,11,4,question
19940,Vika, Yeah. Only forty minutes.,1,11,0,statement
19941,Oleg, It is okay right here.,1,11,0,statement
19942,Vika, Can I live a normal life?,1,11,4,question
19943,Oleg," Ash, it was sitting alright here. What’s the matter?",1,11,4,question
19944,Ashley, Mine is showing that I clicked or not? …Because I clicked.,1,11,4,question
19945,Vika," No, I can’t see.",1,11,0,statement
19946,Ashley, Once again. Done. And now?,1,11,4,question
19947,Vika, Yes.,1,11,0,statement
19948,Ashley, Cool.,1,11,0,statement
19949,Will," Okay. I don’t see yours, Salah.",1,11,0,statement
19950,Salah, They cancelled it. I don’t know why.,1,11,0,statement
19951,Ashley, I see yours now.,1,11,0,statement
19952,Salah," Next task only twenty minutes, I think. Or we have…",1,11,0,statement
19953,Will," Yeah. Twenty minutes, and then to the surveys. But, I mean, this might be our record.",1,11,0,statement
19954,Oleg," I’ll give it back. I will give it back now, don’t worry…See? You have it, too.",1,11,4,question
19955,Ashley," Same. Come on, maintenance specialist.",1,11,0,statement
19956,Oleg," Well, so what? Who hasn’t yet…",1,11,4,question
19957,Ashley, Maintenance from my team.,1,11,0,statement
19958,Vika," As I understand it, we need to do the ninth questionnaire?",1,11,4,question
19959,Oleg, It is after that. Or do you want to do it now?,1,11,4,question
19960,Vika, We have some gap.,1,11,0,statement
19961,Ashley," Yes, DeChurch nine after that.",1,11,0,statement
19962,Vika, Immediately after that.,1,11,0,statement
19963,Oleg, Okay. Let’s start.,1,11,0,statement
19964,Ashley," Well, why hasn’t somebody there…",1,11,0,statement
19965,Vika, One person?,1,11,4,question
19966,Oleg, It’s your person. Go talk to him.,1,11,0,statement
19967,Ashley, He is there now.,1,11,0,statement
19968,Oleg," Oh, there. The team….",1,11,0,statement
19969,Salah, Done!,1,11,0,statement
19970,Vika, Boo!,1,11,0,statement
19971,Oleg, Next?,1,11,4,question
19972,Ashley, Okay. Survey. DeChurch nine.,1,11,0,statement
19973,Oleg, It’s a total disaster. It’s only the first one!,1,11,0,statement
19974,Salah, Yes?,1,11,4,question
19975,Vika, Give me the little book.,1,11,0,statement
19976,Oleg, They already said “thank you” to me.,1,11,0,statement
19977,Vika, What an unpleasant person.,1,11,0,statement
19978,Oleg, Why is he dragging his feet?,1,11,4,question
19979,Vika, I am talking about you.,1,11,0,statement
19980,Oleg," Me? On the contrary, I am helping.",1,11,4,question
19981,Ashley," Oh, shoot! Oh, good, you are correct…",1,11,0,statement
19982,Oleg, And how did I do it incorrectly? What are you saying?,1,11,4,question
19983,Ashley," First you…Yes, Martian meteorology specialist.",1,11,0,statement
19984,Oleg, See how I helped you just right?,1,11,4,question
19985,Ashley, Fluid engineer …[UI],1,11,0,statement
19986,Oleg, Next.,1,11,0,statement
19987,Ashley," Well, I can still think if I want to.",1,11,0,statement
19988,Oleg," Ready? Well, let’s go.",1,11,4,question
19989,Salah, Ninety-one.,1,11,0,statement
19990,Oleg, Next.,1,11,0,statement
19991,Salah, [UI],1,11,0,statement
19992,Vika, How? Where next? Nowhere for now.,1,11,4,question
19993,Ashley," Yes, go. Go now.",1,11,0,statement
19994,Vika, Can you? [UI],1,11,0,statement
19995,Ashley, [UI],1,11,0,statement
19996,Vika," Oh, were we waiting only for you?",1,11,4,question
19997,Oleg, Mine wasn’t showing that…,1,11,0,statement
19998,Vika, Hello!,1,11,0,statement
19999,Oleg," I was thinking…Well, okay. I already sent the first letters.",1,11,0,statement
20000,Oleg," And you are not saying to me. I am helping you, and you are not helping me.",1,11,0,statement
20001,Ashley, //Sorry!,1,11,0,statement
20002,Will, //Give me some meat! Give me some meat!,1,11,0,statement
20003,Vika, //Why do you need so much?,1,11,4,question
20004,Oleg, //I to you…,1,11,0,statement
20005,Ashley, I thought you have already done that.,1,11,0,statement
20006,Oleg," No. Well, why would I do it early? …I understand that it may be…So, please [UI].",1,11,0,statement
20007,Vika, A steering wheel that doesn’t fly out the window.,1,11,0,statement
20008,Oleg, I have two letters hanging here and they are not checked.,1,11,0,statement
20009,Vika, Now we all know that you are thick as thieves.,1,11,0,statement
20010,Vika, Oops.,1,11,0,statement
20011,Will, Gifts of nature.,1,11,0,statement
20012,Vika, Altered carbon.,1,11,0,statement
20013,Oleg, There is no solution yet.,1,11,0,statement
20014,Vika, Boo.,1,11,0,statement
20015,Oleg, There are very few letters. The addressee is stuck somewhere.,1,11,0,statement
20016,Vika, Wow!,1,11,0,statement
20017,Will, Wow!,1,11,0,statement
20018,Vika, Wow!,1,11,0,statement
20019,Ashley, [SL]You’re going really fast.,1,11,0,statement
20020,Will, Wow!,1,11,0,statement
20021,Vika, Boo! Why boo?,1,11,4,question
20022,Will," Boo. Oh, you see it?",1,11,4,question
20023,Salah, Yeah.,1,11,2,backchannel
20024,Will, One of mine went to his place…However…,1,11,0,statement
20025,Vika, I have a couple.,1,11,0,statement
20026,Will, [SL] Chickens.,1,11,0,statement
20027,Oleg, What kind of duck kingdom is this? Where did you get this thing?,1,11,4,question
20028,Ashley," Oh, shit. I didn’t mean to do that. Oops.",1,11,0,statement
20029,Vika," Dad, is it okay for you?",1,11,4,question
20030,Vika, Not there.,1,11,0,statement
20031,Ashley, I think a lot of us picked the same people.,1,11,0,statement
20032,Vika, Could you please…,1,11,0,statement
20033,Salah, Um…,1,11,3,follow-me
20034,Vika, Yeah. Next question.,1,11,0,statement
20035,Will, No.,1,11,0,statement
20036,Vika, Why not?,1,11,4,question
20037,Will, Is it okay for you?,1,11,4,question
20038,Ashley, No.,1,11,0,statement
20039,Will," I wonder, they will probably be watching this video later and thinking: what happened to them? At least to the sedimentologist.",1,11,4,question
20040,Oleg, Missing the nature.,1,11,0,statement
20041,Will, We need to make strange noises.,1,11,0,statement
20042,Ashley," They’ll be like, “Why does he always say ‘Ech!’”.",1,11,0,statement
20043,Oleg, Did you get infected too?,1,11,4,question
20044,Ashley," Be like, does he have, like…Does he have Tourette’s?  Tourette’s //no, it’s just funny.",1,11,4,question
20045,Will," //It seems, yes. It seems, yes.",1,11,0,statement
20046,Ashley, They will probably say: why do they always make such strange noises? They have something [UI].,1,11,0,statement
20047,Oleg, They will conclude that isolation affects audio messages.,1,11,0,statement
20048,Vika," Pee pee, poo poo.",1,11,0,statement
20049,Will, [SL] banana [UI],1,11,0,statement
20050,Vika, Altered carbon.,1,11,0,statement
20051,Will, Altered carbon. What? Shall we start?,1,11,4,question
20052,Vika," Oh. Oh, wow. Cool.",1,11,0,statement
20053,Oleg, What?! Why are you looking at me like this? Did you get any letters?,1,11,4,question
20054,Ashley, Nope.,1,11,0,statement
20055,Oleg, Huh?,1,11,4,question
20056,Ashley," Yes, yes, yes, yes.",1,11,0,statement
20057,Oleg, Yes.,1,11,0,statement
20058,Vika, What?,1,11,4,question
20059,Oleg, You said it yourself that nobody is writing to you. …You said that…,1,11,0,statement
20060,Ashley, I don’t want letters like the letters you get.,1,11,0,statement
20061,Vika, Boo!,1,11,0,statement
20062,Oleg, You are capricious.,1,11,0,statement
20063,Ashley, I want meaningful letters...,1,11,0,statement
20064,Oleg, You should read them.,1,11,0,statement
20065,Vika," Why not…at least, yes.",1,11,0,statement
20066,Oleg," You see how interesting and informative they are? Water quality, filtration... In the desert you’ll need it when you’re exploring. [SL] You will invite Nastya Stepanova.",1,11,4,question
20067,Vika," She said that these creatures crawled towards them…not scorpions…Yes, scorpions.",1,11,0,statement
20068,Vika," Not so. Oh, oh…It’s not funny.",1,11,0,statement
20069,Oleg," Okay, finish now. It’s time already. Letters.",1,11,0,statement
20070,Ashley, Not yet.,1,11,0,statement
20071,Will, //Still another hour.,1,11,0,statement
20072,Vika, //We are doing it. We are working with letters.,1,11,0,statement
20073,Ashley, There’s still an hour.,1,11,0,statement
20074,Vika, Why are you doing this?,1,11,4,question
20075,Oleg, We should write.,1,11,0,statement
20076,Ashley, Oh!,1,11,0,statement
20077,Vika, Pencil pusher.,1,11,0,statement
20078,Oleg, Pencil pusher.,1,11,0,statement
20079,Vika, Send it here. Send it here.,1,11,0,statement
20080,Will," What is it, is there a problem?",2,11,4,question
20081,Vika, Boo!,2,11,0,statement
20082,Oleg, Mechanical and drilling.,2,11,0,statement
20083,Will, Boo.,2,11,0,statement
20084,Vika, [UI],2,11,0,statement
20085,Oleg," Ten, nine, eight, seven, six, five, four, three, two, one. [UI]",2,11,0,statement
20086,Ashley, Cool.,2,11,0,statement
20087,Salah, Thank you. See you.,2,11,0,statement
20088,Will, [SL] It’s alright.,2,11,0,statement
20089,Oleg, //They scattered away.,2,11,0,statement
20090,Vika, //Bye guys.,2,11,0,statement
20091,Ashley, Bye everyone. //It was a great session.,2,11,0,statement
20092,Vika," //Oh, I forgot about it.",2,11,0,statement
20093,Legen,,0,2,0,statement
20094,Igor, Keep it short. [UI],0,2,0,statement
20095,Ashley," You can do it. So, I don’t, you know, say a bad word.",0,2,0,statement
20096,Will," So, we’re all on, right, and then…And then we do the countdown, right?",0,2,4,question
20097,Igor," So, everybody needs to be rolling.",0,2,0,statement
20098,Ashley," So, we’re rolling.",0,2,0,statement
20099,Igor, The audio needs to be recording.,0,2,0,statement
20100,Will," So what, are all red?",0,2,4,question
20101,Katya," //No, no, no. Now. Hold on. Just a second. Yes.",0,2,0,statement
20102,Ashley, //Yes.,0,2,1,disruption
20103,Salah, I want to delete this one.,0,2,0,statement
20104,Will, Don’t worry about it.,0,2,0,statement
20105,Igor, Yeah. Don’t [PH] poil it.,0,2,0,statement
20106,Oleg, Is there?,0,2,4,question
20107,Ashley," Yeah, so you //just say date, time and then what?",0,2,4,question
20108,Will," It’s not important. No, don’t",0,2,0,statement
20109,Ashley," Date, time and…",0,2,0,statement
20110,Igor," We say date, //time, mission day…",0,2,0,statement
20111,Will, Okay. Turn it on.,0,2,0,statement
20112,Ashley, Minus three?,0,2,4,question
20113,Igor, Yes.,0,2,0,statement
20114,Salah," //One, two, three.",0,2,0,statement
20115,Igor," //Mission Day minus three. And then countdown starting form five. If it’s five. Yeah, five or three. Doesn’t matter. So, five, four, three, two, one and whatever word…We say “Mark” typically. And everybody says “Mark”.",0,2,0,statement
20116,Vika," Oh, it’s my turn?",0,2,4,question
20117,Ashley, Do you want to do it?,0,2,4,question
20118,Vika," Oh, alright.",0,2,0,statement
20119,Oleg, Here? Look.,0,2,4,question
20120,Vika," Today…today is the first of Novem…oh, have we started?",0,2,4,question
20121,Igor, Is everyone ready?,0,2,4,question
20122,Sala,"// Yes, yes, yes. Go.",0,2,0,statement
20123,Vika, //Are we ready?,0,2,4,question
20124,Igor, Everybody says “Mark”. After the countdown.,0,2,0,statement
20125,Igor," //Five, four, three, two, one. Mark.",0,2,0,statement
20126,Will, //We all say “Mark” after…,0,2,0,statement
20127,Igor, Everybody says “Mark”. Yeah.,0,2,0,statement
20128,Vika, So boring. //Okay.,0,2,0,statement
20129,Will, After “one”.,0,2,0,statement
20130,Vika, Today is the first of November; it is 16:03 now. Mission day – minus three days.,0,2,0,statement
20131,Igor, And cut! Same thing in English.,0,2,0,statement
20132,Vika," One, two…",0,2,0,statement
20133,Igor," No, no, seriously.",0,2,0,statement
20134,Vika, What?,0,2,4,question
20135,Igor," In English, please.",0,2,0,statement
20136,Vika," Oh, in English? Oh, alright.",0,2,4,question
20137,Igor, [UI],0,2,0,statement
20138,Will, Don’t touch the button.,0,2,0,statement
20139,Vika, I am just ready to say it after three.,0,2,0,statement
20140,Igor, No need. //Don’t do anything.,0,2,0,statement
20141,Will, //You don’t touch it.,0,2,0,statement
20142,Ashley, //We are already recording.,0,2,0,statement
20143,Will, //It’s already turned on.,0,2,0,statement
20144,Vika," Yeah. I know. Oh, okay! Okay, let’s simply have someone // else do it.",0,2,0,statement
